Mã số,Mặt hàng,Đvt (2),SL (2),Đvt (1),SL (1),Date
0902206820000000,TỦ ĐIỆN 300x200x150 BẰNG SẮT,Cái,5,Cái,5,03/04/2025
0902207040000000,Giắc cắm 3P -đầu âm ( moto thu chỉ DS),Bộ,30,Bộ,30,03/04/2025
0902300020000000,Đầu dò áp suất (Pressure Transd jT/C 350b Gefran ME-2-6-M-B35D-1-4)  MÃ: 14480435101.,Cái,5,Cái,5,03/04/2025
0902300030000000,ĐẦU DÒ NHIỆT 5X8X62 (2M),Cái,3,Cái,3,03/04/2025
0902300130000000,ĐẦU DÒ NHIỆT ĐẦU GÀI 4X15 (7M-2 dây ra),Cái,3,Cái,3,03/04/2025
0902300150000000,Đầu dò nhiệt khoen gài M12- dãy đo từ 0-400*C-dây dài 5 mét.,Cái,5,Cái,5,03/04/2025
0902400010000000,ĐẦU DÙ (ĐẦU CÔN) 25DS,Cái,48,Cái,48,03/04/2025
0902400040000000,ĐẦU DÙ TRƯỚC THOI NHÔM ,Cái,108,Cái,108,03/04/2025
0902400070000000,ĐẦU DÙ TRƯỚC NOVA6 ( GC THEO BẢN VẼ ),CAI,50,CAI,50,03/04/2025
0902400090000000,Đầu dù sau RX6.1 Mã: Z4R-13558,Cái,105,Cái,105,03/04/2025
0902400140000000,Đầu dù sau STAR RX6.0.,Cái,120,Cái,120,03/04/2025
0902500020000000,ĐẾ RƠ LÂY 14 CHÂN,Cái,95,Cái,95,03/04/2025
0902500040000000,ĐẾ THOI NHỰA (Nova6 495815),Cái,70,Cái,70,03/04/2025
0902500070000000,ĐẾ RƠ LÂY 8 CHÂN LỚN,Cái,20,Cái,20,03/04/2025
0902500120000000,Đế Thoi HENLY mã : 850X6-02-5,Cái,8,Cái,8,03/04/2025
0902500200000000,ĐẾ THOI CS NHÔM.,Cái,2,Cái,2,03/04/2025
0902700040000000,ĐỒNG HỒ AP 0-50,Cái,1,Cái,1,03/04/2025
0902700060000000,ĐỒNG HỒ NHIỆT  FOTEK. MT-72,Cái,8,Cái,8,03/04/2025
0902700080000000,ĐỒNG HỒ NHIỆT 44x90/220VAC,Cái,4,Cái,4,03/04/2025
0902700100000000,ĐỒNG HỒ NHIỆT AX4-1A/220V-44x4,Cái,1,Cái,1,03/04/2025
0902700110000000,Bộ điều khiển nhiệt độ Henyong AX9-1A,Cái,2,Cái,2,03/04/2025
0902700130000000,ĐỒNG HỒ NHIỆT MÁY SỢI LH,Cái,2,Cái,2,03/04/2025
0902700220000000,ĐỒNG HỒ NHIỆT  SDC15,Cái,3,Cái,3,03/04/2025
0902700240000000,Đồng hồ đo áp suất nước 0-10Kg/cm2 BADOTHEM phi 100 chân ren ngoài 17mm.,Cái,1,Cái,1,03/04/2025
0902700330000000,"Đông hồ điều khiển nhiệt - PID CONTROLLER,PXR4TAY1-FV070,48X48MM FUJI HEAT RELAY WITH 2 ALARM RELAY - Mã: 30 27048000",Cái,6,Cái,6,03/04/2025
0902700340000000,"Đông hồ điều khiển nhiệt - PID CONTROLLER,PXR4TAA1-FV070,48X48MM FUJI H+C RELAY WITH 2 ALARM RELAY - Mã: 30 270480100",Cái,6,Cái,6,03/04/2025
0902700510000000,Đồng hồ Vôn 0-500VAC 96x96mm,Cái,1,Cái,1,03/04/2025
0902700530000000,"Đồng hồ báo tốc độ RATIO/SPEED INDICATOR 48x96x110mm Supply: 24/110/240VAC, 50 HZ",Cái,5,Cái,5,03/04/2025
0902700600000000,Thiết bị đo lực căng dây UNITTA U-508.,Cái,1,Cái,1,03/04/2025
0902800060000000,Cổ dê bulong inox phi 40-65,Cái,5,Cái,5,03/04/2025
0902900110000000,Vòng sin 170x6mm,Cái,2,Cái,2,03/04/2025
0902900160000000,Vòng sin 100x3,Cái,3,Cái,3,03/04/2025
0903000200000000,VÍT TẢI LIỆU 250KG.,Bộ,2,Bộ,2,03/04/2025
0903100260000000,Thanh Nạp bao 034032,Cái,6,Cái,6,03/04/2025
0903100280000000,THANH NHỰA ĐẾ THOI DS LỚN,Cái,92,Cái,92,03/04/2025
0903100290000000,THANH NHỰA ĐẾ THOI DS NHỎ,Cái,179,Cái,179,03/04/2025
0903200020000000,CÀNG DAO ĐỘNG NHỰA (Nova6 063510a),Cái,1391,Cái,1391,03/04/2025
0903200050000000,CÀNG bù trên RX6.1. Mã: Z3F-00530,Cái,425,Cái,425,03/04/2025
0903200060000000,CÀNG bù dưới RX6.1. Mã: Z3I-13096,Cái,65,Cái,65,03/04/2025
0903200110000000,Càng bù HENGLY mã: 850X6-02-1,Cái,105,Cái,105,03/04/2025
0903200120000000,Càng thoi LSL6 ( mã : LSL6091001),Cái,2,Cái,2,03/04/2025
0903300210000000,Thước chép hình đa năng 50x13cm.,Cái,1,Cái,1,03/04/2025
0903400010000000,TẮC KÊ NHỰA 8mm + VÍT,Bịch,7,Bịch,7,03/04/2025
0903400020000000,TẮC KÊ NHỰA 6mm Xanh,Bịch,900,Bịch,900,03/04/2025
0903400040000000,TẮC KÊ NHỰA 12MM,Bịch,1047,Bịch,1047,03/04/2025
0903700110000000,TA RÔ M8x1.25,Cái,2,Cái,2,03/04/2025
0903700150000000,TA RÔ ren ngoài M=16 ren 1.5,Cái,2,Cái,2,03/04/2025
0903800020000000,CHỮ U CẦN SỐ,Cái,23,Cái,23,03/04/2025
0903900050000000,VAN CHỈNH ÁP KHÍ 13 REN/ 6LY,Cái,15,Cái,15,03/04/2025
0903900060000000,VAN CHỈNH ÁP KHÍ REN 10/ 6LY,Cái,8,Cái,8,03/04/2025
0903900080000000,VAN CHỈNH ÁP KHÍ REN 17/ 10LY,Cái,7,Cái,7,03/04/2025
0903900100000000,VAN CHỈNH ÁP KHÍ REN 17/ 8LY,Cái,6,Cái,6,03/04/2025
0903900150000000,VAN ĐiỆN TỪ KHÍ 2 NGÃ/10 bar/220V/DS265FC61,Cái,1,Cái,1,03/04/2025
0903900170000000,Van điện từ khí nén 5 ngã ren trong 21mm.  JANATICS Model: DS267SC63.- PR.Rangge: 2-10Bar- Ports: G1/2.,Cái,5,Cái,5,03/04/2025
0903900200000000,VAN THAU 21,Cái,82,Cái,82,03/04/2025
0903900220000000,VAN THAU 34,Cái,20,Cái,20,03/04/2025
0903900270000000,VAN NÚT NHẤN KHÍ 3 NGÃ 10 bar/C7092,Cái,4,Cái,4,03/04/2025
0903900280000000,VAN NÚT NHẤN KHÍ 3 NGÃ DS244B60,Cái,3,Cái,3,03/04/2025
0903900310000000,VAN NHỰA 2 ĐẦU NỐI NHANH PHI 8,Cái,20,Cái,20,03/04/2025
0903900350000000,VAN ĐIỆN TỪ 2 NGÃ 2 ĐẦU RĂNG TRONG PHI 13/13 UD-08 (SOLENOI),Cái,12,Cái,12,03/04/2025
0903900560000000,SOLENOI Vanle RCS2406-DC-24V,Cái,1,Cái,1,03/04/2025
0903900680000000,VAN ĐiỆN TỪ 2 Solenoid ASHON-DHP/DSG-01-3C60-AZ20-50(151205100),Cái,1,Cái,1,03/04/2025
0903900690000000,VAN THAU 13,Cái,11,Cái,11,03/04/2025
0903900760000000,Van điện từ Burkert Type 6013-24vdc,Cái,10,Cái,10,03/04/2025
0903900800000000,VAN PHAO CƠ INOX PHI 27,Cái,2,Cái,2,03/04/2025
0903900820000000,VAN PHAO CƠ INOX PHI 34,CAI,3,CAI,3,03/04/2025
0904300080000000,T Nhựa 60,Cái,2,Cái,2,03/04/2025
0904400100000000,BẠC CHÂN VỊT MÁY MAY,Cái,3,Cái,3,03/04/2025
0904700030000000,CO HƠI REN 17/12,Cái,63,Cái,63,03/04/2025
0904700040000000,CO HƠI REN 17/8,Cái,27,Cái,27,03/04/2025
0904700050000000,CO HƠI 6/6 ly,Cái,78,Cái,78,03/04/2025
0904700060000000,CO HƠI 10 ly,Cái,28,Cái,28,03/04/2025
0904700070000000,CO HƠI 12 ly,Cái,12,Cái,12,03/04/2025
0904700080000000,CO HƠI 13/10 ly,Cái,10,Cái,10,03/04/2025
0904700110000000,Co hơi 1 đầu ren ngoài 13- ống hơi 8mm,Cái,42,Cái,42,03/04/2025
0904700120000000,Co hơi 1 đầu ren ngoài 21- ống hơi 10mm,Cái,30,Cái,30,03/04/2025
0904700130000000,Co hơi 1 đầu ren ngoài 21- ống hơi 12mm,Cái,16,Cái,16,03/04/2025
0904700140000000,Co hơi phi 12/12,Cái,20,Cái,20,03/04/2025
0904700160000000,Co hơi phi 10/8,Cái,14,Cái,14,03/04/2025
0904700170000000,Co hơi phi 10/10,Cái,19,Cái,19,03/04/2025
0904700180000000,Co hơi phi 12/8,Cái,40,Cái,40,03/04/2025
0904700190000000,Co hơi phi 8/8,Cái,14,Cái,14,03/04/2025
0904700200000000,Co hơi phi 8/6,Cái,16,Cái,16,03/04/2025
0904700420000000,Co nhựa PVC-MB phi 34mm,CAI,2,CAI,2,03/04/2025
0904700460000000,CO LƠI NHỰA 49,Cái,5,Cái,5,03/04/2025
0904700500000000,Co lơi PVC 60,CAI,4,CAI,4,03/04/2025
0904700510000000,Co ngang máng điện tráng kẽm 200x100x2.0mm,CAI,2,CAI,2,03/04/2025
0904700780000000,Co INOX phi 34,Cái,6,Cái,6,03/04/2025
0904800060000000,CỐT BỘ ĐẨY DS DÀI,Cái,8,Cái,8,03/04/2025
0904800070000000,CỐT BỘ ĐẨY NGẮN DS,Cái,44,Cái,44,03/04/2025
0904800090000000,CỐT CHÂN ĐẾ NHÔM Mã: NOVA6 063511 (12x57mm),Cái,1031,Cái,1031,03/04/2025
0904800110000000,CỐT ĐẦU DÙ DS,Cái,19,Cái,19,03/04/2025
0904800130000000,CỐT ĐẦU DÙ TRƯỚC NOVA (Nova6 994706),Cái,700,Cái,700,03/04/2025
0904800190000000,CỐT HỘP SỐ RĂNG XÉO 12 RĂNG ,Cái,7,Cái,7,03/04/2025
0904800200000000,CỐT KẸP ĐAI mã : NOVA6 495809 (6x30mm),Cái,936,Cái,936,03/04/2025
0904800210000000,CỐT KIM MÁY MAY 2W ,Cái,1,Cái,1,03/04/2025
0904800220000000,CỐT LĂN ĐAI DÀI mã: NOVA6 076510 (98mm),Cái,1098,Cái,1098,03/04/2025
0904800230000000,CỐT LĂN ĐAI NGẮN LSL,Cái,1369,Cái,1369,03/04/2025
0904800240000000,CỐT NỐI HỘP SỐ DS,Cái,200,Cái,200,03/04/2025
0904800250000000,Cốt hộp số lô nước răng xéo 10 răng,Cái,25,Cái,25,03/04/2025
0904800270000000,Cốt Kim máy may 3w,Cái,2,Cái,2,03/04/2025
0904800340000000,Cốt hộp số lô đỉnh máy dệt LSL- WORM SHAFT- Mã: LSL6391728,Cái,5,Cái,5,03/04/2025
0904800350000000,Cốt hộp số lô đỉnh máy dệt LSL- WORM SHAFT- Mã: LSL6391708,Cái,5,Cái,5,03/04/2025
0904800370000000,"Cốt hộp số lô thu phi 17,6x81/11 răng",Cái,15,Cái,15,03/04/2025
0904800380000000,Cốt hộp số lô nước răng xoắn 8 răng máy dệt RX 6.1,Cái,1,Cái,1,03/04/2025
0904800400000000,Cốt Bánh xe lưng Thoi RX6.1(Z4R-13010),Cái,68,Cái,68,03/04/2025
0904800430000000,CỐT BÁNH XE LƯNG THOI CS DÀI,Cái,10,Cái,10,03/04/2025
0904800450000000,CỐT BÁNH XE LƯNG THOI CS NGẮN,Cái,30,Cái,30,03/04/2025
0904800490000000,Chốt lò xo nam châm loại ngắn,Cái,400,Cái,400,03/04/2025
0904800500000000,Chốt lò xo nam châm loại dài,Cái,400,Cái,400,03/04/2025
0904800510000000,Cốt Đầu dù trước RX6.1 và RX8.0 mã: Z4K-08685A,Cái,10,Cái,10,03/04/2025
0904800530000000,Cốt chân vịt máy may NEWLONG 2W (032181),Cái,1,Cái,1,03/04/2025
0904900120000000,CÁNH QUẠT 4 cánh sải cánh 400 lỗ cốt 13,Cái,6,Cái,6,03/04/2025
0904900130000000,CÁNH QUẠT THÁP GIẢI NHIỆT COOLING TOWER 30RT - 670mm.,Cái,1,Cái,1,03/04/2025
0904900150000000,CÁNH QUẠT NHỰA CÁNH ĐƯỜNG KÍNH 100 LỖ CỐT 14MM,Cái,6,Cái,6,03/04/2025
0905000070000000,"CÀ RÁ REN NGOÀI ỐNG 34, REN TRONG ỐNG 27",Cái,2,Cái,2,03/04/2025
0905100010000000,CHÉN NHỰA DS trên.(theo mẫu),Cái,2,Cái,2,03/04/2025
0905200010000000,ĐAI DƯỚI 10 LỖ LSL6 (470X98X10) LSL6074820,Cái,700,Cái,700,03/04/2025
0905200020000000,ĐAI DƯỚI 12 LỖ NOVA61 - 11158320720,Cái,190,Cái,190,03/04/2025
0905200030000000,ĐAI DƯỚI 8 LỖ NOVA6/AXL mã NOVA66076520,Cái,878,Cái,878,03/04/2025
0905200040000000,ĐAI TRÊN 10 LỖ LSL6 (230X98X10) LSL6074807,Cái,880,Cái,880,03/04/2025
0905200050000000,ĐAI TRÊN 12 LỖ NOVA 61 Mã 11158320410,Cái,480,Cái,480,03/04/2025
0905200060000000,ĐAI TRÊN 8 LỖ NOVA6/AXL mã NOVA6076507,Cái,578,Cái,578,03/04/2025
0905200100000000,ĐAI TRÊN RX6.1(12 lỗ) mã số: Z3U-02635A,Cái,601,Cái,601,03/04/2025
0905200130000000,ĐAI TRÊN RX8.0 (20 lỗ) Z3U-02737A,Cái,105,Cái,105,03/04/2025
0905200140000000,"Đai trên 10 lỗ, HENGLY (Grommet band) Mã: 6S-01-53",Cái,200,Cái,200,03/04/2025
0905200150000000,"Đai dưới 10 lỗ, HENGLY (Grommet band) Mã: 6S-01-54",Cái,50,Cái,50,03/04/2025
0905300010000000,DAO BẰM BIÊN DS ĐỘNG,Cái,2,Cái,2,03/04/2025
0905300020000000,Dao bằm biên LH - KT: 225x80x12mm - Theo bản vẽ,Cái,50,Cái,50,03/04/2025
0905300040000000,Dao bằm biên LH - KT: 221x20x20mm - Theo bản vẽ,Cái,43,Cái,43,03/04/2025
0905300050000000,DAO BẰM BIÊN DSTĨNH,Cái,5,Cái,5,03/04/2025
0905300080000000,DAO BẰM HẠT MÁY Ó ,Cái,1,Cái,1,03/04/2025
0905300120000000,DAO TIỆN 5x10x200,Cái,10,Cái,10,03/04/2025
0905300130000000,dao móc chỉ,Cái,14,Cái,14,03/04/2025
0905300300000000,DAO TIỆN 5x20x200mm,Cái,10,Cái,10,03/04/2025
0905300330000000,Dao cắt máy sunta,Cái,1,Cái,1,03/04/2025
0905400160000000,ĐẦU CỐT TRÒN 95x10 ,Cái,10,Cái,10,03/04/2025
0905400330000000,Đầu cốt nôi phi 50x10 mm,Cái,10,Cái,10,03/04/2025
0905400400000000,Đầu cốt 70-10,CAI,98,CAI,98,03/04/2025
0905400610000000,Đầu cốt bít (cosse) SC 25-8,Cái,12,Cái,12,03/04/2025
0905400660000000,Đầu cốt bít (cosse) SC2.5-5,Cái,44,Cái,44,03/04/2025
0905600030000000,SÊN ĐÔI 60,Cái,2,Cái,2,03/04/2025
0905600060000000,Sên đôi 80 DAIICHI,Cái,2,Cái,2,03/04/2025
0905600080000000,SÊN ĐƠN 35,Cái,2,Cái,2,03/04/2025
0905600150000000,SEN SO BUP-30S-12-24VDC,Cái,1,Cái,1,03/04/2025
0905600190000000,"Sensor báo từ (Magnetic sensor, PNP, NO, M12) MB80-12GM50-E2 mã:14421011001",Cái,11,Cái,11,03/04/2025
0905600200000000,"Sensor báo từ (Magnetic sensor, NPN, NO, M12)-MB80-12GM50-EO mã:14421011002",Cái,4,Cái,4,03/04/2025
0905600210000000,Sensor VL18-4N3712 (6013612),Cái,2,Cái,2,03/04/2025
0905600220000000,Sensor báo màu (Photoelect sensor with Glass Hood) –Mã : 11981003000,Cái,1,Cái,1,03/04/2025
0905600250000000,Sensor weft brek  MSD10-24NBN-24VDC,Cái,8,Cái,8,03/04/2025
0905600260000000,Sensor WEFT báo đứt suốt (Magnetic sensor) AS-35 (12VDC.PNP),Cái,4,Cái,4,03/04/2025
0905600380000000,KHÓA EO SÊN ĐƠN 40,Cái,19,Cái,19,03/04/2025
0905600390000000,KHÓA EO SÊN ĐƠN 50,Cái,1,Cái,1,03/04/2025
0905600400000000,Bobbin sensor MODEL : BP150-L2 - 24VDC - NPN.,Cái,4,Cái,4,03/04/2025
0905600410000000,"Sensor motor lô chính ind.proxyflush PNP.NO,M8WSh cabe 3KHZ ( mã: 144201021002 )",Cái,4,Cái,4,03/04/2025
0905600490000000,Dây cáp Proximity sensor IME08-2N5PSZTOS.,Cái,4,Cái,4,03/04/2025
0905700050000000,PHỚT 125x160,Cái,2,Cái,2,03/04/2025
0905700110000000,PHỚT 17X28,Cái,10,Cái,10,03/04/2025
0905700150000000,PHỚT 20x30,Cái,4,Cái,4,03/04/2025
0905700180000000,PHỚT 25X35,Cái,13,Cái,13,03/04/2025
0905700190000000,PHỚT 25x38,Cái,9,Cái,9,03/04/2025
0905700220000000,PHỚT 25X47,Cái,13,Cái,13,03/04/2025
0905700240000000,PHỚT 30x40,Cái,9,Cái,9,03/04/2025
0905700250000000,PHỚT 30x42,Cái,6,Cái,6,03/04/2025
0905700310000000,PHỚT 35X62,Cái,10,Cái,10,03/04/2025
0905700330000000,PHỚT 40X60,Cái,2,Cái,2,03/04/2025
0905700340000000,PHỚT 40x62,Cái,70,Cái,70,03/04/2025
0905700350000000,PHỚT 40X72,Cái,9,Cái,9,03/04/2025
0905700360000000,PHỚT 42X65,Cái,5,Cái,5,03/04/2025
0905700370000000,PHỚT 45X62,Cái,5,Cái,5,03/04/2025
0905700410000000,PHỚT 55x80,Cái,5,Cái,5,03/04/2025
0905700520000000,PHỚT BEN 106x120,Cái,2,Cái,2,03/04/2025
0905700530000000,PHỚT BEN 25x32,CAI,12,CAI,12,03/04/2025
090570195000000,Phớt ben 32x42x7mm ( theo mẫu),CAI,4,CAI,4,03/04/2025
0905700570000000,Phớt ben 125x110x9,CAI,2,CAI,2,03/04/2025
0905700580000000,Phớt ben 35x43x7,Cái,1,Cái,1,03/04/2025
0905700640000000,Phớt ben EU 20x30mm,CAI,17,CAI,17,03/04/2025
0905700660000000,phớt 20x32,Cái,4,Cái,4,03/04/2025
0905700700000000,Phớt 30x47,Cái,4,Cái,4,03/04/2025
0905700710000000,Phớt 35x52,Cái,17,Cái,17,03/04/2025
0905700790000000,Phớt( fork oil seal) 50x80x12,Cái,8,Cái,8,03/04/2025
0905700850000000,Phớt 35x45,Cái,8,Cái,8,03/04/2025
0905700860000000,PHỚT 45X60,Cái,9,Cái,9,03/04/2025
0905700870000000,PHỚT 15x27 x7 mm,Cái,17,Cái,17,03/04/2025
0905700910000000,phớt 22x42x11,Cái,10,Cái,10,03/04/2025
0905700970000000,PHỚT 42X62X7,Cái,10,Cái,10,03/04/2025
0905701040000000,Phốt ben 50x63x10mm,Cái,8,Cái,8,03/04/2025
0905701080000000,Phớt 15x25x7mm,Cái,10,Cái,10,03/04/2025
0905701110000000,Phớt 65x50,Cái,5,Cái,5,03/04/2025
0905701190000000,Phớt chặn dầu chịu nhiệt 75x100x10mm,Cái,6,Cái,6,03/04/2025
0905701200000000,Phớt chặn dầu chịu nhiệt 90x120x12,Cái,8,Cái,8,03/04/2025
0905701210000000,Phớt chặn dầu chịu nhiệt  85x120x12,Cái,5,Cái,5,03/04/2025
0905701220000000,Phớt chặn dầu chịu nhiệt 100x130x13,Cái,9,Cái,9,03/04/2025
0906000010000000,NHÔNG 14/30,Cái,8,Cái,8,03/04/2025
0906000050000000,NHÔNG 40/35,Cái,14,Cái,14,03/04/2025
0906000060000000,NHÔNG 50- 18 RĂNG,Cái,8,Cái,8,03/04/2025
0906000090000000,NHÔNG CHUYỀN 27 RĂNG,Cái,5,Cái,5,03/04/2025
0906000100000000,NHÔNG CHUYỀN 31 RĂNG,Cái,9,Cái,9,03/04/2025
0906000120000000,NHÔNG CHUYỀN 34 RĂNG,Cái,10,Cái,10,03/04/2025
0906000130000000,NHÔNG CHUYỀN 24 răng,Cái,9,Cái,9,03/04/2025
0906000150000000,NHÔNG ĐẦU RÙA 35 RĂNG,Cái,9,Cái,9,03/04/2025
0906000160000000,NHÔNG ĐÔI 50/16 RĂNG,Cái,16,Cái,16,03/04/2025
0906000180000000,NHÔNG ĐÔI 40/ 20 RĂNG,Cái,7,Cái,7,03/04/2025
0906000190000000,NHÔNG ĐÔI 60/20 RĂNG/ PHI 47 ,Cái,2,Cái,2,03/04/2025
0906000200000000,NHÔNG ĐÔI 60/20 RĂNG/ PHI 50 ,Cái,4,Cái,4,03/04/2025
0906000210000000,NHÔNG ĐÔI 50/32 RĂNG,Cái,1,Cái,1,03/04/2025
0906000220000000,NHÔNG ĐÔI 60/32 RĂNG/ PHI 48 ,Cái,2,Cái,2,03/04/2025
0906000240000000,NHÔNG ĐÔI 60/38 RĂNG/ PHI 80 ,Cái,1,Cái,1,03/04/2025
0906000250000000,Nhông đơn lô thu 40 (08B) - 35T - cốt 30 x then 8x4mm. ( GC theo bản vẽ ),Cái,36,Cái,36,03/04/2025
0906000270000000,NHÔNG ĐƠN 40/39 RĂNG,Cái,13,Cái,13,03/04/2025
0906000340000000,NHÔNG LÔ THU 20 RĂNG LSL,Cái,4,Cái,4,03/04/2025
0906000360000000,Nhông đơn lô đỉnh 40(08B) - 23T - cốt 30 x then 8x4mm ( GC theo bản vẽ),Cái,27,Cái,27,03/04/2025
0906000370000000,Nhông đơn lô nước - 40(08B) - 11T - cốt 16 x then 5x3mm GC theo bản vẽ),Cái,40,Cái,40,03/04/2025
0906000390000000,NHÔNG RĂNG XÉO 22/32,Cái,8,Cái,8,03/04/2025
0906000400000000,NHÔNG RĂNG XÉO 22/38,Cái,8,Cái,8,03/04/2025
0906000410000000,NHÔNG RĂNG XÉO 68/30,Cái,2,Cái,2,03/04/2025
0906000440000000,"NHÔNG ĐƠN 17 RĂNG, LỖ CỐT PHI 28mm, RẢNH THEN 0.8mm, ỐC CẤY 0.6mm (Máy cắt ống sắt)",Cái,4,Cái,4,03/04/2025
0906000470000000,NHÔNG ĐÔI 50 sổ răng  18 lỗ 45mm,Cái,9,Cái,9,03/04/2025
0906000490000000,NHÔNG ĐÔI 50 sổ răng 18 phi lỗ 30mm xí chủng,Cái,9,Cái,9,03/04/2025
0906000610000000,BÁNH RĂNG 40 RĂNG lỗ 35mm- then 10x5mm,Cái,66,Cái,66,03/04/2025
0906000630000000,Nhông đôi 40 -15 răng (GC theo bản vẽ),Cái,10,Cái,10,03/04/2025
0906000650000000,"Nhông đơn 50- 16 răng - dày 28mm - lỗ 22 x then 7x3mm. 
( theo bản vẽ)",Cái,15,Cái,15,03/04/2025
0906000660000000,Nhông đơn 60- 15 răng.,Cái,23,Cái,23,03/04/2025
0906000670000000,Nhông đôi 40-39 răng.,Cái,20,Cái,20,03/04/2025
0906000720000000,NHÔNG ĐƠN 50 - 17 Răng - lỗ 40 ( theo bản vẽ),Cái,6,Cái,6,03/04/2025
0906000740000000,NHÔNG BỘ ĐẨY SẮT DS,Cái,4,Cái,4,03/04/2025
0906000750000000,Nhông đơn 40 số răng 26 răng (đầu mo tơ thu vải nova 61),Cái,2,Cái,2,03/04/2025
0906000770000000,Nhông đơn lô thu  40 (08B) - 20T  lỗ cốt phi 20 x then  6x3mm ( GC theo bản vẽ),Cái,21,Cái,21,03/04/2025
0906100010000000,Nối nhựa phi 20 luồn dây điện,Cái,30,Cái,30,03/04/2025
0906100040000000,NỐI HƠI 1 ĐẦU REN 10/6,Cái,46,Cái,46,03/04/2025
0906100050000000,NỐI HƠI 1 ĐẦU REN 10/8,Cái,57,Cái,57,03/04/2025
0906100060000000,NỐI HƠI 1 ĐẦU REN  NGOÀI 13/10,Cái,54,Cái,54,03/04/2025
0906100070000000,NỐI HƠI 1 ĐẦU REN  NGOÀI 13/6,Cái,6,Cái,6,03/04/2025
0906100080000000,NỐI HƠI 1 ĐẦU REN NGOÀI 13/8,Cái,68,Cái,68,03/04/2025
0906100090000000,NỐI HƠI 1 ĐẦU REN 17/10,Cái,10,Cái,10,03/04/2025
0906100100000000,NỐI HƠI 1 ĐẦU REN 17/12,Cái,24,Cái,24,03/04/2025
0906100120000000,NỐI HƠI 1 ĐẦU REN 17/8,Cái,15,Cái,15,03/04/2025
0906100130000000,Nối kép sắt 1 đầu côn lồi - 1 đầu côn lõm phi 27,CAI,10,CAI,10,03/04/2025
0906100140000000,NỐI HƠI 1 ĐẦU REN 21/8,Cái,2,Cái,2,03/04/2025
0906100230000000,NỐI NHỰA 42 GiẢM 34 ,Cái,6,Cái,6,03/04/2025
0906100260000000,NỐI NHỰA 60 GiẢM 27 ,Cái,3,Cái,3,03/04/2025
0906100510000000,NỐI THẲNG HƠI 6/6,Cái,30,Cái,30,03/04/2025
0906100660000000,Nối kép Inox 2 đầu ren ngoài phi 60,CAI,1,CAI,1,03/04/2025
0906100820000000,NỐI SĂT REN TRONG 21,Cái,4,Cái,4,03/04/2025
0906100880000000,NỐI inox  REN TRONG 21,Cái,1,Cái,1,03/04/2025
0906101040000000,NỐI HƠI 1 ĐẦU REN TRONG 13/8,Cái,3,Cái,3,03/04/2025
0906101050000000,NỐI HƠI 1 ĐẦU REN TRONG 13/10,Cái,16,Cái,16,03/04/2025
0906101120000000,Nối kép 2 đầu ren ngoài Inox phi 27,CAI,12,CAI,12,03/04/2025
0906101210000000,NỐI INOX  60 2 ĐÀU REN NGOÀI CÔN,Cái,4,Cái,4,03/04/2025
0906101240000000,Nối sắt 2 đầu ren ngoài phi 49 - 1 đầu lồi - 1 đầu lõm,CAI,4,CAI,4,03/04/2025
0906101410000000,"Nối inox phi 27 _ 2 đầu răng ngoài,(trong đó có 1 đầu côn dương)",Cái,3,Cái,3,03/04/2025
0906101550000000,Nối chữ Y -PVC phi 60 x dày 3mm-Bình Minh,Cái,1,Cái,1,03/04/2025
0906200260000000,Ốp càng thoi nhựa NOVA (Nova6 495808)/RX6.1,Cái,375,Cái,375,03/04/2025
0906200270000000,ÔP CÀNG THOI SẮT ,Cái,260,Cái,260,03/04/2025
0906201130000000,Ống đồng 10mm dày 1mm.,Mét,3,Mét,3,03/04/2025
0906201160000000,Ống HƠI XOĂN,Cái,13,Cái,13,03/04/2025
0906201350000000,Ống nhựa lưới mềm màu xanh dương - phi 27mm,Mét,77,Mét,77,03/04/2025
0906201410000000,ống nhựa mềm phi 20,Mét,10,Mét,10,03/04/2025
0906300070000000,PHE NGOÀI (CỐT) 6LY,Cái,50,Cái,50,03/04/2025
0906300080000000,PHE NGOÀI (CỐT) 8,Cái,50,Cái,50,03/04/2025
0906300090000000,Phe trong lỗ phi 16mm.,Cái,200,Cái,200,03/04/2025
0906300120000000,PHE TRONG PHI 29,Cái,1500,Cái,1500,03/04/2025
0906300170000000,Phe ngoài 40,Cái,98,Cái,98,03/04/2025
0906300300000000,PHE GÀI CHONG CHÓNG(THEO MẪU),Cái,3000,Cái,3000,03/04/2025
0906400010000000,ỐC CHỊU TAY ZÊN MÁY MAY 2W (MÃ SỐ 1/4S40010),Cái,1,Cái,1,03/04/2025
0906500040000000,NÚT NHẤN ĐỎ LOHIA,Cái,2,Cái,2,03/04/2025
0906500100000000,NÚT NHỰA GIỮ LÒ XO NAM CHÂM XỨ (NGẮN),Cái,200,Cái,200,03/04/2025
0906500110000000,NÚT NHỰA GIỮ LÒ XO NAM CHÂM XỨ (DÀI),Cái,400,Cái,400,03/04/2025
0906500150000000,Nút nhấn tự giữ có đèn màu đỏ phi 22 tiếp điểm NO,Cái,17,Cái,17,03/04/2025
0906500170000000,Nút nhấn có đèn phi 22 màu vàng,Cái,5,Cái,5,03/04/2025
0906500200000000,Nút nhấn vàng phi 20,Cái,11,Cái,11,03/04/2025
