Mã phi?u,Ng??i t?o,Ngày t?o,Mã yêu c?u,Mã v?t t?,Tên v?t t?,?vt (01),S? L??NG (01),?VT (02),S? L??NG (02),NGÀY C?N,Ti?n t?,??n giá,Ti?n thu?,T?ng ti?n,Mã NCC,Tên NCC
PO07/23-065,Nguy?n Th? ?ào,7/21/2023,PR23/07-046,0700100090000000,d?u do,Lít,100,Lít,100,,VND,18736363,187363630,1873636300,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO07/23-038,Nguy?n Th? ?ào,7/13/2023,PR23/07-023,0700100090000000,d?u do,Lít,200,Lít,200,,VND,16919,338380,3383800,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO11/23-094,Nguy?n Th? ?ào,12/1/2023,PR23/11-095,0700100090000000,d?u do,Lít,200,Lít,200,,VND,17927.3,358546,3585460,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO12/23-056,Nguy?n Th? ?ào,12/20/2023,PR23/12-048,0700100090000000,d?u do,Lít,400,Lít,400,,VND,18490.91,739636,7396364,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO02/24-037,Nguy?n Th? ?ào,2/27/2024,PR24/02-039,0700100090000000,d?u do,Lít,400,Lít,400,,VND,19781.8182,791273,7912727,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO01/24-107,Nguy?n Th? ?ào,1/30/2024,PR24/01-106,0700100090000000,d?u do,Lít,60,Lít,60,,VND,19090.909,114546,1145455,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/24-025,Nguy?n Th? ?ào,7/9/2024,PR24/07-027,0700100090000000,d?u do,Lít,400,Lít,400,,VND,19245.45,769818,7698180,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO04/24-004,Nguy?n Th? ?ào,4/2/2024,PR24/04-002,0700100090000000,d?u do,Lít,400,Lít,400,,VND,18809.09,752364,7523636,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO05/24-037,Nguy?n Th? ?ào,5/13/2024,PR24/05-032,0700100090000000,d?u do,Lít,400,Lít,400,,VND,18027.27,721091,7210908,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO11/23-071,Nguy?n Th? ?ào,11/27/2023,PR23/11-066,0901900030000000,BÁNH XE KEO (bánh cam máy may),Cái,10,Cái,10,,VND,55000,0,550000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-012,Y Nghe Knul,9/5/2023,PR23/09-009,0901900400000000,BÁNH XE B?NG THOI CS. ( Theo m?u),Cái,70,Cái,70,,VND,40000,0,2800000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0901900410000000,BÁNH XE L?NG THOI 50mm AXL/RX6.1-Z3e-04893A,Cái,30,Cái,30,,VND,1,3,30,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO03/24-008,Nguy?n Th? ?ào,3/4/2024,PR24/03-006,0902100040000000,DÂY CU ROA 850H - b?n 45mm,Cái,5,Cái,5,,VND,520000,208000,2600000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO03/24-008,Nguy?n Th? ?ào,3/4/2024,PR24/03-006,0902100180000000,DÂY CU ROA B57,Cái,5,Cái,5,,VND,90000,36000,450000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/23-029,Y Nghe Knul,7/12/2023,PR23/07-017,0902100190000000,DÂY CU ROA B77,Cái,5,Cái,5,,VND,106000,42400,530000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-024,Nguy?n Th? ?ào,6/6/2023,PR23/06-012,0902100260000000,DÂY CU ROA MÁY MAY 310H,Cái,5,Cái,5,,VND,170000,85000,850000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-028,Nguy?n Th? ?ào,8/5/2023,PR23/08-013,0902100350000000,DÂY CU ROA XPA 1557,Cái,20,Cái,20,,VND,120000,192000,2400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO02/24-003,Nguy?n Th? ?ào,2/2/2024,PR24/02-002,0902100350000000,DÂY CU ROA XPA 1557,Cái,10,Cái,10,,VND,122000,97600,1220000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/24-044,Nguy?n Th? ?ào,5/13/2024,PR24/05-033,0902100350000000,DÂY CU ROA XPA 1557,Cái,20,Cái,20,,VND,122000,195200,2440000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-042,Nguy?n Th? ?ào,6/13/2024,PR24/06-041,0902100360000000,DÂY CU ROA XPA 1957,Cái,10,Cái,10,,VND,140000,112000,1400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO02/24-003,Nguy?n Th? ?ào,2/2/2024,PR24/02-002,0902100360000000,DÂY CU ROA XPA 1957,Cái,10,Cái,10,,VND,140000,112000,1400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-028,Nguy?n Th? ?ào,8/5/2023,PR23/08-013,0902100360000000,DÂY CU ROA XPA 1957,Cái,20,Cái,20,,VND,140000,224000,2800000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO02/24-030,Nguy?n Th? ?ào,2/26/2024,PR24/02-028,0902100490000000,dây cu roa 3VX710 (máy nén khí FUSHENG- SA37A),S?i,12,S?i,12,,VND,100000,96000,1200000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-024,Nguy?n Th? ?ào,6/6/2023,PR23/06-012,0902100580000000,dây cu roa 360H,S?i,5,S?i,5,,VND,180000,90000,900000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-009,Nguy?n Th? ?ào,11/2/2023,PR23/11-008,0902100700000000,Dây curoa A85,S?i,2,S?i,2,,VND,55000,0,110000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO03/24-008,Nguy?n Th? ?ào,3/4/2024,PR24/03-006,0902100740000000,Dây Cu roa A45,S?i,5,S?i,5,,VND,55000,22000,275000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO02/24-030,Nguy?n Th? ?ào,2/26/2024,PR24/02-029,0902200820000000,Kh?i ??ng T? Schneider LC1D32 M7.,Cái,4,Cái,4,,VND,1185000,0,4740000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-015,Nguy?n Th? ?ào,1/8/2024,PR24/01-019,0902201020000000,R? LAY IDEC 8 chân d?t nh? 24VDC-5A,Cái,10,Cái,10,,VND,85000,0,850000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-015,Nguy?n Th? ?ào,1/8/2024,PR24/01-019,0902201160000000,Relay  IDEC - RY4S trung gian 8 chân l?n - 24 VDC - 10A + ??.,Cái,10,Cái,10,,VND,85000,0,850000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/24-010,Nguy?n Th? ?ào,8/6/2024,PR24/08-013,0902201160000000,Relay  IDEC - RY4S trung gian 8 chân l?n - 24 VDC - 10A + ??.,Cái,30,Cái,30,,VND,125000,0,3750000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-118,Nguy?n Th? ?ào,6/29/2023,PR23/06-071,0902201900000000,??u dò nhi?t ?? PT100 Class B-M12x1.5 ??u dò 5mm- Cáp dài 3 mét.(d?ng khoen tròn ??u cos),Cái,5,Cái,5,,VND,290000,145000,1450000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0902201910000000,Công t?c xoay 3 v? trí Hanyoung Nux _SELECTOR SWITCH CR253_25mm,Cái,8,Cái,8,,VND,37000,23680,296000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-118,Nguy?n Th? ?ào,6/29/2023,PR23/06-071,0902202290000000,Công t?c ZENGTAI 1321 - 10A,CAI,5,CAI,5,,VND,45000,22500,225000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-009,Nguy?n Th? ?ào,6/5/2023,PR23/06-006,0902202760000000,Rulô l?n s?n 10cm,Cây,3,Cây,3,,VND,15000,0,45000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-003,Nguy?n Th? ?ào,1/2/2024,PR24/01-007,0902202760000000,Rulô l?n s?n 10cm,Cây,1,Cây,1,,VND,15000,0,15000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO03/24-044,Nguy?n Th? ?ào,3/14/2024,PR24/03-039,0902202760000000,Rulô l?n s?n 10cm,Cây,2,Cây,2,,VND,30000,0,60000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO07/24-019,Nguy?n Th? ?ào,7/5/2024,PR24/07-020,0902202760000000,Rulô l?n s?n 10cm,Cây,1,Cây,1,,VND,25000,0,25000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/24-020,Nguy?n Th? ?ào,5/7/2024,PR24/05-018,0902202950000000,Bi?n T?n FR-D740-080-EC .380V-3.7KW,Cái,2,Cái,2,,VND,5000000,0,10000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-067,Nguy?n Th? ?ào,12/22/2023,PR23/12-056,0902202950000000,Bi?n T?n FR-D740-080-EC .380V-3.7KW,Cái,2,Cái,2,,VND,5000000,0,10000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-108,Y Nghe Knul,9/1/2023,PR23/08-021,0902202950000000,Bi?n T?n FR-D740-080-EC .380V-3.7KW,Cái,1,Cái,1,,VND,6090909,609091,6090909,NCC010102,CÔNG TY TNHH K? THU?T ?I?N QNTC
PO06/24-018,Nguy?n Th? ?ào,6/7/2024,PR24/06-013,0902203000000000,Bi?n t?n misubishi FR-D740-1.5KW,Cái,2,Cái,2,,VND,4500000,0,9000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/24-091,Nguy?n Th? ?ào,5/29/2024,PR24/05-077,0902203280000000,Bi?n tr? VISHAY SPECTROLL-UK- 10 Vòng 1K,Cái,5,Cái,5,,VND,190000,0,950000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO04/24-022,Nguy?n Th? ?ào,4/9/2024,PR24/04-019,0902203580000000,Cáp m?ng ch?ng nhi?u,THUNG,1,THUNG,1,,VND,3000000,300000,3000000,NV031,Tr?n Trung Hi?u
PO06/23-020,Y Nghe Knul,6/6/2023,PR23/06-014,0902203840000000,Card báo h?t ch? d?c AXL6 (warp sensor card)) mã: 11147250166,Cái,6,Cái,6,,USD,93.31,0,559.86,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO07/24-034,Thái Nguy?n Minh Quy?t,7/10/2024,PR24/07-036,0902203870000000,Bàn phím nút nh?n RX6.1 X2X KEYBOARD UNIT Mã s?: AIVS-01343,Cái,10,Cái,10,,USD,1,0,10,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO03/24-056,Nguy?n Th? ?ào,3/20/2024,PR24/03-053,0902203890000000,Chì hàn Alpha USA 63Sn37PB 0.8mm,Cu?n,1,Cu?n,1,,VND,85000,0,85000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-033,Nguy?n Th? ?ào,10/12/2023,PR23/10-031,0902204070000000,DÂY ?i?N CADIVI CXV - 2 x 1.0mm,Mét,250,Mét,250,,VND,13000,0,3250000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-118,Nguy?n Th? ?ào,6/29/2023,PR23/06-068,0902204190000000,Dây ?i?n CXV - Cadivi - 1C x 120mm,M,180,M,180,,VND,265000,4770000,47700000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO07/23-032,Nguy?n Th? ?ào,7/12/2023,PR23/07-018,0902204190000000,Dây ?i?n CXV - Cadivi - 1C x 120mm,M,100,M,100,,VND,265000,2650000,26500000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-106,Nguy?n Th? ?ào,6/23/2023,PR23/06-065,0902205010000000,?ÈN BÁO PHA PHI 22-220V ??,Cái,6,Cái,6,,VND,35000,21000,210000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-118,Nguy?n Th? ?ào,6/29/2023,PR23/06-068,0902206760000000,T máng ?i?n 200x100x1.5mm.,CAI,6,CAI,6,,VND,350000,210000,2100000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0902206760000000,T máng ?i?n 200x100x1.5mm.,CAI,8,CAI,8,,VND,325000,208000,2600000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO01/24-101,Nguy?n Th? ?ào,1/29/2024,PR24/01-093,0902206760000000,T máng ?i?n 200x100x1.5mm.,CAI,4,CAI,4,,VND,295000,0,1180000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/24-064,Nguy?n Th? ?ào,7/17/2024,PR24/07-063,0902206760000000,T máng ?i?n 200x100x1.5mm.,CAI,3,CAI,3,,VND,320000,0,960000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-106,Nguy?n Th? ?ào,6/23/2023,PR23/06-065,0902206820000000,T? ?I?N 300x200x150 B?NG S?T,Cái,6,Cái,6,,VND,295000,177000,1770000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO05/24-008,Nguy?n Th? ?ào,5/4/2024,PR24/05-008,0902207090000000,PHAO ?i?N 220V-15A,Cái,2,Cái,2,,VND,127000,0,254000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-049,Nguy?n Th? ?ào,12/18/2023,PR23/12-044,0902300020000000,??u dò áp su?t (Pressure Transd jT/C 350b Gefran ME-2-6-M-B35D-1-4)  MÃ: 14480435101.,Cái,4,Cái,4,,USD,437,0,1748,NCC020009,CÔNG TY LOHIA CORP LIMITED
PO02/24-013,Nguy?n Th? ?ào,2/3/2024,PR24/02-020,0902300160000000,??u dò nhi?t ?? lo?i v?n M6.3 - dây dài 1 mét,S?i,10,S?i,10,,USD,1,0,10,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO06/24-012,Nguy?n Th? ?ào,6/6/2024,PR24/06-007,0902300160000000,??u dò nhi?t ?? lo?i v?n M6.3 - dây dài 1 mét,S?i,10,S?i,10,,VND,90000,0,900000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-076,Nguy?n Th? ?ào,11/2/2023,PR23/10-076,0902300160000000,??u dò nhi?t ?? lo?i v?n M6.3 - dây dài 1 mét,S?i,10,S?i,10,,VND,95000,0,950000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-089,Nguy?n Th? ?ào,6/20/2023,PR23/06-050,0902400060000000,??U DÙ SAU NOVA6 ( GC THEO B?N V? ),CAI,100,CAI,100,,VND,60000,0,6000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO04/24-030,Nguy?n Th? ?ào,4/11/2024,PR24/04-027,0902400060000000,??U DÙ SAU NOVA6 ( GC THEO B?N V? ),CAI,200,CAI,200,,VND,55000,0,11000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-089,Nguy?n Th? ?ào,6/20/2023,PR23/06-050,0902400070000000,??U DÙ TR??C NOVA6 ( GC THEO B?N V? ),CAI,100,CAI,100,,VND,65000,0,6500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0902400090000000,??u dù sau RX6.1 Mã: Z4R-13558,Cái,20,Cái,20,,VND,1,2,20,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO03/24-077,Thái Nguy?n Minh Quy?t,3/26/2024,PR24/03-066,0902400090000000,??u dù sau RX6.1 Mã: Z4R-13558,Cái,100,Cái,100,,USD,3.44,0,344,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO06/24-034,Thái Nguy?n Minh Quy?t,6/12/2024,PR24/06-026,0902500040000000,?? THOI NH?A (Nova6 495815),Cái,20,Cái,20,,USD,1,0,20,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-025,Nguy?n Th? ?ào,8/5/2023,PR23/08-011,0902500040000000,?? THOI NH?A (Nova6 495815),Cái,6,Cái,6,,USD,8.23,0,49.38,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO06/23-093,Nguy?n Th? ?ào,6/21/2023,PR23/06-051,0902500040000000,?? THOI NH?A (Nova6 495815),Cái,15,Cái,15,,USD,8.23,12.35,123.45,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO06/23-092,Nguy?n Th? ?ào,6/21/2023,PR23/06-048,0902500040000000,?? THOI NH?A (Nova6 495815),Cái,15,Cái,15,,VND,468000,561600,7020000,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0902500060000000,?? THOI RX6.1 Z0C-04541,Cái,6,Cái,6,,VND,1,1,6,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-056,Y Nghe Knul,8/18/2023,PR23/08-030,0902500120000000,?? Thoi HENLY mã : 850X6-02-5,Cái,6,Cái,6,,USD,58,0,348,NCC020015,"CÔNG TY CHANGZHOU HENGLI MACHINERY CO., LTD"
PO01/24-041,Nguy?n Th? ?ào,1/11/2024,PR24/01-036,0902700100000000,??NG H? NHI?T AX4-1A/220V-44x4,Cái,4,Cái,4,,VND,980000,0,3920000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-069,Nguy?n Th? ?ào,1/22/2024,PR24/01-065,0903000010000000,Vít b?n tôn ?uôi cá ??u l?c giác 5x20mm.,Kg,3,Kg,3,,VND,75000,0,225000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-099,Y Nghe Knul,8/29/2023,PR23/08-056,0903000010000000,Vít b?n tôn ?uôi cá ??u l?c giác 5x20mm.,Kg,2,Kg,2,,VND,65000,0,130000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-032,Nguy?n Th? ?ào,10/12/2023,PR23/10-031,0903000010000000,Vít b?n tôn ?uôi cá ??u l?c giác 5x20mm.,Kg,3,Kg,3,,VND,65000,0,195000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-106,Nguy?n Th? ?ào,6/23/2023,PR23/06-065,0903100240000000,Thanh ray nhôm 1000x35x7mm (màu tr?ng),Cây,2,Cây,2,,VND,30000,6000,60000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-120,Nguy?n Th? ?ào,6/30/2023,PR23/06-068,0903100350000000,Thùng n??c Inox 304 500x600x800mm ( GC theo b?n v? ),CAI,1,CAI,1,,VND,10800000,0,10800000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-025,Nguy?n Th? ?ào,8/5/2023,PR23/08-011,0903200020000000,CÀNG DAO ??NG NH?A (Nova6 063510a),Cái,130,Cái,130,,USD,1.23,0,159.9,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-010,Nguy?n Th? ?ào,8/3/2023,PR23/08-001,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,2,B?ch,2,,VND,1,0,2,NCC010054,HOÀNG QUANG H?I_ VTXD
PO07/23-011,Y Nghe Knul,7/5/2023,PR23/07-007,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,1,B?ch,1,,VND,18000,0,18000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,2,B?ch,2,,VND,1,0,2,NCC010054,HOÀNG QUANG H?I_ VTXD
PO01/24-082,Nguy?n Th? ?ào,1/24/2024,PR24/01-079,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,12,B?ch,12,,VND,1,0,12,NCC010054,HOÀNG QUANG H?I_ VTXD
PO01/24-040,Nguy?n Th? ?ào,1/11/2024,PR24/01-035,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,1,B?ch,1,,VND,1,0,1,NCC010054,HOÀNG QUANG H?I_ VTXD
PO01/24-025,Nguy?n Th? ?ào,1/9/2024,PR24/01-027,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,5,B?ch,5,,VND,15200,0,76000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/24-026,Nguy?n Th? ?ào,8/9/2024,PR24/08-033,0903400020000000,T?C KÊ NH?A 6mm + VÍT,B?ch,1,B?ch,1,,VND,1,0,1,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-120,Nguy?n Th? ?ào,6/30/2023,PR23/06-068,0903400070000000,T?c kê s?t ??n phi 12,CON,40,CON,40,,VND,7000,0,280000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-065,Y Nghe Knul,9/20/2023,PR23/09-053,0903900060000000,VAN CH?NH ÁP KHÍ REN 10/ 6LY,Cái,10,Cái,10,,VND,40000,0,400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-118,Nguy?n Th? ?ào,6/29/2023,PR23/06-071,0903900170000000,Van ?i?n t? khí nén 5 ngã ren trong 21mm.  JANATICS Model: DS267SC63.- PR.Rangge: 2-10Bar- Ports: G1/2.,Cái,2,Cái,2,,VND,1580000,316000,3160000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/24-056,Nguy?n Th? ?ào,6/17/2024,PR24/06-050,0903900170000000,Van ?i?n t? khí nén 5 ngã ren trong 21mm.  JANATICS Model: DS267SC63.- PR.Rangge: 2-10Bar- Ports: G1/2.,Cái,2,Cái,2,,VND,890000,0,1780000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-125,Nguy?n Th? ?ào,6/30/2023,PR23/06-075,0903900520000000,Van ?i?u áp - l?c d?u - l?c n??c SAU460,BO,4,BO,4,,VND,1270000,0,5080000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-042,Nguy?n Th? ?ào,6/13/2024,PR24/06-040,0903900560000000,SOLENOI Vanle RCS2406-DC-24V,Cái,10,Cái,10,,VND,175000,0,1750000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/24-008,Nguy?n Th? ?ào,5/4/2024,PR24/05-008,0903900800000000,VAN PHAO C? INOX PHI 27,Cái,2,Cái,2,,VND,178000,0,356000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-004,Nguy?n Th? ?ào,12/4/2023,PR23/12-004,0903900800000000,VAN PHAO C? INOX PHI 27,Cái,1,Cái,1,,VND,135000,0,135000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO07/23-091,Nguy?n Th? ?ào,7/28/2023,PR23/07-059,0903900800000000,VAN PHAO C? INOX PHI 27,Cái,1,Cái,1,,VND,140000,0,140000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO06/23-115,Nguy?n Th? ?ào,6/29/2023,PR23/06-068,0903900820000000,M?t bít nh?a 34,CAI,2,CAI,2,,VND,70000,0,140000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-118,Nguy?n Th? ?ào,6/29/2023,PR23/06-068,0904000040000000,Ty ren M8x1000mm - ( thép tr?ng ),M,50,M,50,,VND,14000,70000,700000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-115,Nguy?n Th? ?ào,6/29/2023,PR23/06-068,0904300080000000,T Nh?a 60,Cái,3,Cái,3,,VND,17000,0,51000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/23-011,Y Nghe Knul,7/5/2023,PR23/07-007,0904300080000000,T Nh?a 60,Cái,1,Cái,1,,VND,38000,0,38000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO09/23-061,Y Nghe Knul,9/18/2023,PR23/09-043,0904300080000000,T Nh?a 60,Cái,1,Cái,1,,VND,15000,0,15000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO03/24-044,Nguy?n Th? ?ào,3/14/2024,PR24/03-039,0904500020000000,S?n Màu Tr?ng Xám,Lít,17,Lít,17,,VND,50000,0,850000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO07/24-019,Nguy?n Th? ?ào,7/5/2024,PR24/07-020,0904500020000000,S?n Màu Tr?ng Xám,Lít,1,Lít,1,,VND,800000,0,800000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-067,Nguy?n Th? ?ào,8/21/2023,PR23/08-041,0904500120000000,S?n X?t ?en,Lon,5,Lon,5,,VND,35000,0,175000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-115,Nguy?n Th? ?ào,6/29/2023,PR23/06-070,0904500120000000,S?n X?t ?en,Lon,3,Lon,3,,VND,37000,0,111000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-043,Nguy?n Th? ?ào,8/15/2023,PR23/08-023,0904500190000000,S?n d?u B?ch tuy?t màu xanh d??ng 3kg/thùng,Cái,1,THUNG,1,,VND,500000,0,500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO04/24-052,Nguy?n Th? ?ào,4/19/2024,PR24/04-053,0904500190000000,S?n d?u B?ch tuy?t màu xanh d??ng 3kg/thùng,THUNG,1,THUNG,1,,VND,480000,0,480000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-081,Nguy?n Th? ?ào,11/29/2023,PR23/11-085,0904500190000000,S?n d?u B?ch tuy?t màu xanh d??ng 3kg/thùng,THUNG,1,THUNG,1,,VND,425000,0,425000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-018,Nguy?n Th? ?ào,6/7/2024,PR24/06-012,0904600030000000,Tán thép ?en M5,Cái,300,Cái,300,,VND,90,0,27000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-088,Y Nghe Knul,9/25/2023,PR23/09-067,0904600060000000,TÁN 12LY,Con,100,Con,100,,VND,600,0,60000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-039,Nguy?n Th? ?ào,11/14/2023,PR23/11-030,0904700080000000,CO H?I 13/10 ly,Cái,10,Cái,10,,VND,13200,0,132000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
