Mã phi?u,Ng??i t?o,Ngày t?o,Mã yêu c?u,Mã v?t t?,Tên v?t t?,?vt (01),S? L??NG (01),?VT (02),S? L??NG (02),NGÀY C?N,Ti?n t?,??n giá,Ti?n thu?,T?ng ti?n,Mã NCC,Tên NCC
PO09/23-075,Y Nghe Knul,9/20/2023,PR23/09-059,5200111200000000,Vòng d?t ???ng kính 248mm -  khoan 3 l? 6mm (khoan bên hông). Chia làm 3 tai kho?ng cách ??u nhau.,CAI,1,CAI,1,,VND,230000,0,230000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-014,Nguy?n Th? ?ào,8/5/2023,PR23/08-016,0901200880000000,Long ??n La l? phi 6 x phi ngoài 16 -  dày 1mm.,CAI,1000,CAI,1000,,VND,300,0,300000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-014,Nguy?n Th? ?ào,8/5/2023,PR23/08-016,0901200890000000,Long ??n La l? phi 8 x phi ngoài 14 -  dày 1mm.,CAI,1000,CAI,1000,,VND,500,0,500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-014,Nguy?n Th? ?ào,8/5/2023,PR23/08-016,0904600020000000,Tán thép 4mm,CON,300,CON,300,,VND,400,0,120000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-018,Nguy?n Th? ?ào,6/7/2024,PR24/06-012,0904600020000000,Tán thép 4mm,CON,500,CON,500,,VND,80,0,40000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-015,Nguy?n Th? ?ào,8/5/2023,PR23/08-014,0904900090000000,Cánh qu?t hút ?m phi 580x38mm - l? c?t phi 38 x then 10x4mm ( GC theo b?n v? ),CAI,1,CAI,1,,VND,3600000,0,3600000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-097,Y Nghe Knul,8/29/2023,PR23/08-050,0906202520000000,?ng h?i PU phi 12x l? 8mm - màu tr?ng trong.,Mét,50,Mét,50,,VND,14800,59200,740000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO12/23-033,Nguy?n Th? ?ào,12/12/2023,PR23/12-027,0906202520000000,?ng h?i PU phi 12x l? 8mm - màu tr?ng trong.,Mét,100,Mét,100,,VND,12000,0,1200000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-015,Nguy?n Th? ?ào,8/5/2023,PR23/08-014,090570200000000,Ph?t than 67 x 37 x 18 ( GC theo m?u ),CAI,10,CAI,10,,VND,550000,0,5500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-015,Nguy?n Th? ?ào,8/5/2023,PR23/08-014,090570201000000,Ph?t than phi ngoài 47 x l? 37 x dày 5mm ( GC theo b?n v? ),CAI,10,CAI,10,,VND,220000,0,2200000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-014,Nguy?n Th? ?ào,8/5/2023,PR23/08-014,0919600890000000,Kh?p n?i lò xo  - 1 ??u l? c?t phi 32mm x then 10x5mm - 1 ??u l? c?t phi 38mm - then 10x5mm,BO,1,BO,1,,VND,1700000,0,1700000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-014,Nguy?n Th? ?ào,8/5/2023,PR23/08-014,0919600910000000,Kh?p n?i lò xo  - 1 ??u l? c?t phi 40mm x then 10x5mm - 1 ??u l? c?t phi 42mm - then 10x5mm,BO,1,BO,1,,VND,1700000,0,1700000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-019,Nguy?n Th? ?ào,8/5/2023,PR23/08-009,0926700020000000,"C?C CHÊM CU?N(?áy d??i: L 12cm x W 10cm, ?áy trên: L 3cm x W 10cm, M?t d?ng: H 10cm x W 10cm, M?t vát: L 12cm x W 10cm)c",CAI,500,CAI,500,,VND,9000,0,4500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO03/24-081,Nguy?n Th? ?ào,3/28/2024,PR24/03-077,0926700020000000,"C?C CHÊM CU?N(?áy d??i: L 12cm x W 10cm, ?áy trên: L 3cm x W 10cm, M?t d?ng: H 10cm x W 10cm, M?t vát: L 12cm x W 10cm)c",CAI,500,CAI,500,,VND,9000,0,4500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-099,Nguy?n Th? ?ào,1/29/2024,PR24/01-091,0926300070000000,??U CÀNG THOI S? NOVA6. ( Weft Guide Ceramic With Finger Holder  ) Mã : 11158953000,CAI,60,CAI,60,,USD,16.8288,0,1009.73,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO10/23-045,Nguy?n Th? ?ào,10/19/2023,PR23/10-044,0926300070000000,??U CÀNG THOI S? NOVA6. ( Weft Guide Ceramic With Finger Holder  ) Mã : 11158953000,CAI,60,CAI,60,,VND,481800,2312640,28908000,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO08/23-025,Nguy?n Th? ?ào,8/5/2023,PR23/08-011,0926300070000000,??U CÀNG THOI S? NOVA6. ( Weft Guide Ceramic With Finger Holder  ) Mã : 11158953000,CAI,20,CAI,20,,USD,11.66,0,233.2,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0902400100000000,??u dù tr??c RX6.1 Mã: Z4R-13098A,CAI,20,CAI,20,,VND,1,2,20,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0912800130000000,S? MI ??u dù sau RX6.1. Mã: Z4R-13559,CAI,30,CAI,30,,VND,1,3,30,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0912800220000000,S? mi bánh xe l?ch tâm RX6.1  Mã: Z4R - 07168B,Cái,20,Cái,20,,VND,1,2,20,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0912800230000000,S? mi bánh xe côn dài RX6.1. Mã: Z4R - 07083A,CAI,20,CAI,20,,VND,1,2,20,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-026,Nguy?n Th? ?ào,8/5/2023,PR23/08-012,0901200900000000,Long ??n bánh xe côn dài RX6.1. Mã : Z4O - 01021A,CAI,20,CAI,20,,VND,1,2,20,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-044,Nguy?n Th? ?ào,8/15/2023,PR23/08-024,0904800050000000,C?T BÁNH XE THU CH? mã: LS 20414116,CAI,200,CAI,200,,VND,7000,112000,1400000,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO11/23-089,Nguy?n Th? ?ào,11/29/2023,PR23/11-090,0904800050000000,C?T BÁNH XE THU CH? mã: LS 20414116,CAI,200,CAI,200,,VND,6300,100800,1260000,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO08/23-043,Nguy?n Th? ?ào,8/15/2023,PR23/08-024,0906300320000000,Phe ngoài 3ly ( theo m?u ),B?ch,2,B?ch,2,,VND,15000,0,30000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-035,Y Nghe Knul,8/11/2023,PR23/08-017,0904700240000000,CO NH?A 90,CAI,2,CAI,2,,VND,28000,0,56000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO01/24-002,Nguy?n Th? ?ào,1/2/2024,PR24/01-004,0904700240000000,CO NH?A 90,CAI,4,CAI,4,,VND,28000,0,112000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO12/23-054,Nguy?n Th? ?ào,12/20/2023,PR23/12-046,0901400290000000,BÍT NH?A REN TRONG 21,CAI,10,CAI,10,,VND,1000,0,10000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-035,Y Nghe Knul,8/11/2023,PR23/08-017,0901400290000000,BÍT NH?A REN TRONG 21,CAI,5,CAI,5,,VND,1000,0,5000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO11/23-001,Nguy?n Th? ?ào,11/2/2023,PR23/11-001,0901400290000000,BÍT NH?A REN TRONG 21,CAI,5,CAI,5,,VND,1000,0,5000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-047,Nguy?n Th? ?ào,8/15/2023,PR23/08-026,5300101840000000,Nh?a ép plastic A3.,X?P,1,X?P,1,,VND,210000,16800,210000,NCC010073,CÔNG TY TNHH TH??NG M?I D?CH V? GIA V?
PO09/23-056,Y Nghe Knul,9/18/2023,PR23/09-046,5300101840000000,Nh?a ép plastic A3.,X?P,1,X?P,1,,VND,105000,8400,105000,NCC010073,CÔNG TY TNHH TH??NG M?I D?CH V? GIA V?
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,0904700840000000,Co Nh?a ren trong 17 ngoài 21,CAI,8,CAI,8,,VND,12000,0,96000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,09061001070000000,N?i nh?a 27/21,CAI,8,CAI,8,,VND,3000,0,24000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,0904300270000000,T nh?a giàm 27/21,CAI,4,CAI,4,,VND,6000,0,24000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-044,Nguy?n Th? ?ào,8/15/2023,PR23/08-024,0912700070000000,S? l??i gà (CERAMIC BEADING ) MÃ : 11130859670,CAP,300,CAP,300,,VND,5000,120000,1500000,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,0907800081000000,Ru?t gà g?n lavabo,CAI,8,CAI,8,,VND,5000,0,40000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,09061030000000,N?i ren ngoài 17/14,CAI,8,CAI,8,,VND,8000,0,64000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,090580106000000,M?i khoét h?p kim  phi 32,CAI,1,CAI,1,,VND,1,0,1,NCC010054,HOÀNG QUANG H?I_ VTXD
PO01/24-002,Nguy?n Th? ?ào,1/2/2024,PR24/01-004,090580106000000,M?i khoét h?p kim  phi 32,CAI,1,CAI,1,,VND,1,0,1,NCC010054,HOÀNG QUANG H?I_ VTXD
PO01/24-069,Nguy?n Th? ?ào,1/22/2024,PR24/01-065,090580106000000,M?i khoét h?p kim  phi 32,CAI,2,CAI,2,,VND,115000,0,230000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,0900500520000000,BÁT Treo Ty l? phi 10,CAI,15,CAI,15,,VND,1,0,15,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,090610191000000,N?i nh?a r?ng ngoài 42/34,CAI,1,CAI,1,,VND,1,0,1,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,090610190000000,N?i nh?a gi?m 42/34,CAI,1,CAI,1,,VND,1,0,1,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-038,Y Nghe Knul,8/11/2023,PR23/08-020,090610192000000,N?i nh?a r?ng trong 60,CAI,2,CAI,2,,VND,17000,0,34000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-042,Nguy?n Th? ?ào,8/15/2023,PR23/08-024,0901900270000000,Bánh xe nâng (15x4 1/2- 8/300) - MC330/ ALCHI,CAI,2,CAI,2,,VND,3450000,552000,6900000,NCC010005,CÔNG TY TNHH K? THU?T L?P XUÂN
PO08/23-056,Y Nghe Knul,8/18/2023,PR23/08-030,0906700390000000,Lò xo Th?ng càng bù nh?. Mã : 850x6-02.10-6,Cái,50,Cái,50,,USD,3.0383,0,151.92,NCC020015,"CÔNG TY CHANGZHOU HENGLI MACHINERY CO., LTD"
PO08/23-056,Y Nghe Knul,8/18/2023,PR23/08-030,0906700400000000,Lò xo Th?ng càng bù l?n. Mã : 850x6-02.10-9,CAI,50,CAI,50,,USD,3.1083,0,155.42,NCC020015,"CÔNG TY CHANGZHOU HENGLI MACHINERY CO., LTD"
PO08/23-056,Y Nghe Knul,8/18/2023,PR23/08-030,0904801000000000,C?t ??u dù sau Hengly. MÃ : 850x6-02.10-12,CAI,20,CAI,20,,USD,3.5383,0,70.77,NCC020015,"CÔNG TY CHANGZHOU HENGLI MACHINERY CO., LTD"
PO09/23-007,Y Nghe Knul,9/4/2023,PR23/08-030,0906600670000000,Bánh xe l?ng thoi HengLy. Mã : 850x6S-02.7.1,CAI,30,CAP,30,,USD,1.51,0,45.3,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO09/23-007,Y Nghe Knul,9/4/2023,PR23/08-030,0901900670000000,Bánh xe côn dài Hengly. Mã: 850x6S-02.9.1,CAI,30,CAI,30,,USD,2.99,0,89.7,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO09/23-007,Y Nghe Knul,9/4/2023,PR23/08-030,0901900690000000,Bánh xe l?ch tâm Hengly.  Mã: 850x6S-02.4.1,CAI,300,CAI,300,,USD,1.6,0,480,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-056,Y Nghe Knul,8/18/2023,PR23/08-030,0904801010000000,C?t bánh xe l?ng thoi Hengly. Mã : 850x6S-02.7.2,CAI,10,CAI,10,,USD,1.3,0,13,NCC020015,"CÔNG TY CHANGZHOU HENGLI MACHINERY CO., LTD"
PO09/23-007,Y Nghe Knul,9/4/2023,PR23/08-030,0901900680000000,Bánh xe côn ng?n Hengly. Mã: 850x6S-02.5.1,CAI,30,CAI,30,,USD,2.06,0,61.8,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO08/23-039,Y Nghe Knul,8/11/2023,PR23/08-021,0700100174000000,D?u bôi tr?n th?c ph?m Mobil SHC Cibus 46 ( có ch?ng nh?n ATTP kèm theo),LIT,20,LIT,20,,VND,380000,760000,7600000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO04/24-052,Nguy?n Th? ?ào,4/19/2024,PR24/04-053,0905500900000000,S?t h?p tráng k?m 25x25 - 1.5mm - dài 6000mm.,CAY,17,CAY,17,,VND,170000,0,2890000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-020,Thái Minh Quy?t,12/7/2023,,THATRMAT182130120717TRDU,"Cu?n PP, tráng bóng, tr?ng ??c, K182.0cm, ??nh v? 4 ?i?m màu begie, TL: 717.08g/m (197gsm, tráng 30mic).",M,4949,KG,3362,,VND,19600,573888,7173600,KH010005,CÔNG TY TNHH S?N XU?T TH??NG M?I KIÊN TH?NH
PO08/23-078,Thái Minh Quy?t,8/23/2023,,THATRMAT182130120717TRDU,"Cu?n PP, tráng bóng, tr?ng ??c, K182.0cm, ??nh v? 4 ?i?m màu begie, TL: 717.08g/m (197gsm, tráng 30mic).",M,6.7694,KG,4.8542,,VND,19600,3136,39200,KH010005,CÔNG TY TNHH S?N XU?T TH??NG M?I KIÊN TH?NH
PO10/23-056,,10/20/2023,,THATRMAT182130120717TRDU,"Cu?n PP, tráng bóng, tr?ng ??c, K182.0cm, ??nh v? 4 ?i?m màu begie, TL: 717.08g/m (197gsm, tráng 30mic).",M,320,KG,229.47,,VND,19600,54880,686000,KH010005,CÔNG TY TNHH S?N XU?T TH??NG M?I KIÊN TH?NH
PO11/23-051,Nguy?n Th? ?ào,11/20/2023,PR23/11-042,0906801200000000,Màn hình máy tính,CAI,2,CAI,2,,VND,130000,26000,260000,NCC010073,CÔNG TY TNHH TH??NG M?I D?CH V? GIA V?
PO08/23-054,Y Nghe Knul,8/18/2023,PR23/08-037,0906801200000000,Màn hình máy tính,CAI,1,CAI,1,,VND,1,0,1,NV031,Tr?n Trung Hi?u
PO05/24-072,Nguy?n Th? ?ào,5/24/2024,PR24/05-056,0906801200000000,Màn hình máy tính,CAI,1,CAI,1,,VND,2036364.64,203637,2036365,NV031,Tr?n Trung Hi?u
PO08/23-055,Y Nghe Knul,8/18/2023,PR23/08-029,520010910200000,DONGWON 60C,CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO09/23-018,Y Nghe Knul,9/5/2023,PR23/08-038,0906801590000000,Máy B?m t?ng áp dân d?ng HITACHI WT-P400G X2 - SPV MGN - 400W.,CAI,1,CAI,1,,VND,2430000,194400,2430000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-018,Y Nghe Knul,9/5/2023,PR23/08-038,0906102064000000,Ch? Y  -  PVC phi 42.,CAI,1,CAI,1,,VND,10000,0,10000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-018,Y Nghe Knul,9/5/2023,PR23/08-038,0904300160000000,T Nh?a PVC BM phi 42mm,CAI,2,CAI,2,,VND,14000,0,28000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-018,Y Nghe Knul,9/5/2023,PR23/08-038,0904700470000000,CO L?I NH?A PVC BM  42,CAI,6,CAI,6,,VND,8166,0,48996,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-078,Y Nghe Knul,9/21/2023,PR23/09-063,0918200040000000,G?ch ?inh,VIEN,3000,VIEN,3000,,VND,1100,0,3300000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-059,Y Nghe Knul,8/18/2023,PR23/08-032,0918200040000000,G?ch ?inh,VIEN,6000,VIEN,6000,,VND,1100,0,6600000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO09/23-096,Y Nghe Knul,9/28/2023,PR23/09-081,0918200040000000,G?ch ?inh,VIEN,2000,VIEN,2000,,VND,1100,0,2200000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/23-082,Y Nghe Knul,8/25/2023,PR23/08-036,0916700290000000,Móc khóa dây lò xo,CAI,100,CAI,100,,VND,18000,180000,1800000,NCC010073,CÔNG TY TNHH TH??NG M?I D?CH V? GIA V?
PO08/23-059,Y Nghe Knul,8/18/2023,PR23/08-031,0904500350000000,S?N d?u màu ?en,KG,1,KG,1,,VND,140000,0,140000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO08/24-018,Nguy?n Th? ?ào,8/8/2024,PR24/08-019,0904500350000000,S?N d?u màu ?en,KG,5,KG,5,,VND,125000,0,625000,NV041,Võ Công V?
PO07/24-112,Nguy?n Th? ?ào,7/31/2024,PR24/07-102,0905500370000000,S?t V 50x50x3mm,CAY,25,CAY,25,,VND,320000,0,8000000,NV041,Võ Công V?
PO08/23-059,Y Nghe Knul,8/18/2023,PR23/08-031,0905500370000000,S?t V 50x50x3mm,CAY,6,CAY,6,,VND,380000,0,2280000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO10/23-069,Nguy?n Th? ?ào,10/31/2023,PR23/10-068,0905500370000000,S?t V 50x50x3mm,CAY,3,CAY,3,,VND,290000,0,870000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-058,Y Nghe Knul,8/18/2023,PR23/08-033,5200109102000000,Vòng d?t ???ng kính 650mm - khoan 6 l?.,CAI,1,CAI,1,,VND,1300000,0,1300000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-058,Y Nghe Knul,8/18/2023,PR23/08-033,5200111210000000,Vòng d?t kh? 182.5 ???ng kính vòng 116.1cm - khoan 6 l?.,CAI,1,CAI,1,,VND,2000000,0,2000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-067,Nguy?n Th? ?ào,8/21/2023,PR23/08-040,0904000270000000,Ty ren thép ?en M14x1000mm,CAY,2,CAY,2,,VND,30000,0,60000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-067,Nguy?n Th? ?ào,8/21/2023,PR23/08-040,0904600420000000,Tán M14.,CON,10,CON,10,,VND,3000,0,30000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-067,Nguy?n Th? ?ào,8/21/2023,PR23/08-041,0904700480000000,CO L?I NH?A PHI 140,CAI,2,CAI,2,,VND,65000,0,130000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-067,Nguy?n Th? ?ào,8/21/2023,PR23/08-041,0902203450000000,Cáp l?a thép ch?ng xo?n phi 6mm,Mét,20,Mét,20,,VND,30000,0,600000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-075,Nguy?n Th? ?ào,8/21/2023,PR23/08-044,5200100076000000,"?ng gi?y m?i, phi trong 76.5mm, dày 15mm, dài 176cm (-0/+1), ?? b?n nén: >=270kgF/100mm",ONG,6,ONG,6,,VND,119000,57120,714000,NCC010006,CÔNG TY C? PH?N BAO BÌ Á CHÂU
PO09/23-073,Y Nghe Knul,9/20/2023,PR23/09-058,5200100076000000,"?ng gi?y m?i, phi trong 76.5mm, dày 15mm, dài 176cm (-0/+1), ?? b?n nén: >=270kgF/100mm",ONG,25,ONG,25,,VND,179000,358000,4475000,NCC010006,CÔNG TY C? PH?N BAO BÌ Á CHÂU
PO02/24-029,Nguy?n Th? ?ào,2/23/2024,PR24/02-027,520010910300000,G?O HOA LÀI,CM2,10589,CM2,10589,,VND,290,245665,3070810,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO08/23-066,Nguy?n Th? ?ào,8/21/2023,PR23/08-044,520010910400000,G?O LU?T TUY?T,CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO08/23-066,Nguy?n Th? ?ào,8/21/2023,PR23/08-045,922300070000003,PHOSBIC (90X120 cm),CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,5200111220000000,Qu?t vuông Niidec D08A-24TS2.,CAI,2,CAI,2,,VND,227000,36320,454000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0902205040000000,"?èn pha Led DUHAL 100W - KDJD100, ánh sáng tr?ng",CAI,5,CAI,5,,VND,820000,328000,4100000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0919800310000000,H?p b?c g?n nút nh?n -1 l? - phi 22mm (KT: 60x70x80mm),CAI,1,CAI,1,,VND,51000,4080,51000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0919800320000000,H?p b?c g?n nút nh?n -2 l? - phi 22mm (KT: 60x70x125mm),CAI,1,CAI,1,,VND,48000,3840,48000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0919800330000000,H?p b?c g?n nút nh?n -3 l? - phi 22mm (KT: 60x70x170mm),CAI,1,CAI,1,,VND,70000,5600,70000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0919800340000000,H?p b?c g?n nút nh?n -4 l? - phi 22mm (KT: 60x70x215mm),CAI,1,CAI,1,,VND,64000,5120,64000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0902209701000000,Dây ?i?n 6C x 0.5mm2,Mét,80,Mét,80,,VND,17000,108800,1360000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0906501100000000,Nút nh?n Stop phi 22,CAI,4,CAI,4,,VND,61000,19520,244000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0906501110000000,Nút nh?n phi 22 màu ??. Schneider - XB7EA42P,CAI,6,CAI,6,,VND,37000,17760,222000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0906501120000000,Nút nh?n phi 22 màu vàng.,CAI,6,CAI,6,,VND,37000,17760,222000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO08/23-086,Y Nghe Knul,8/27/2023,PR23/08-049,0906501130000000,Nút nh?n phi 22 màu xanh. Schneider - XB7EA31P,CAI,6,CAI,6,,VND,37000,17760,222000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO12/23-027,Nguy?n Th? ?ào,12/11/2023,PR23/12-024,0906501130000000,Nút nh?n phi 22 màu xanh. Schneider - XB7EA31P,CAI,20,CAI,20,,VND,55000,0,1100000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-101,Nguy?n Th? ?ào,1/29/2024,PR24/01-093,0904700690000000,Co xu?ng máng ?i?n 200 x 100 x 2.5 mm .,CAI,4,CAI,4,,VND,260000,0,1040000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/24-064,Nguy?n Th? ?ào,7/17/2024,PR24/07-063,0904700690000000,Co xu?ng máng ?i?n 200 x 100 x 2.5 mm .,CAI,4,CAI,4,,VND,298000,0,1192000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-087,Y Nghe Knul,8/27/2023,PR23/08-050,0905500320000000,S?t h?p tráng k?m 40x40x2mm,CAY,2,CAY,2,,VND,250000,0,500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-087,Y Nghe Knul,8/27/2023,PR23/08-050,0904801020000000,Bánh r?ng M=3; Z=29- l? c?t phi 28-then 8x4 - dày 30mm. - Có ?c c?y ch?t then.,CAI,5,CAI,5,,VND,350000,0,1750000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-087,Y Nghe Knul,8/27/2023,PR23/08-050,0904500360000000,S?N 2 THÀNH PH?N R?NG ?? EPOXY 2K - Xám tr?ng,KG,10,KG,10,,VND,145000,0,1450000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-087,Y Nghe Knul,8/27/2023,PR23/08-050,0904500370000000,S?N 2 THÀNH PH?N R?NG ?? EPOXY 2K - Xám xanh.,KG,10,KG,10,,VND,145000,0,1450000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-087,Y Nghe Knul,8/27/2023,PR23/08-050,0902209750000000,Rulo l?n s?n 5cm.,CAI,5,CAI,5,,VND,12000,0,60000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
