S? ch?ng t?;NgÖy t?o;Ng??i t?o;Lo?i k? ho?ch;Ghi ch£ 1;M? v?t t?;Tàn v?t t?;?vt 1;S? l??ng (1);HSQ?;?vt 2;S? l??ng (2);Ghi ch£ 2;M?c ?°ch s? d?ng;NgÖy s? d?ng
EP2306-0059;16/06/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2306-0028 - SARAWAK
SO2306-0029 - SARAWAK
SO2306-0031 - SARAWAK
SO2306-0032 - SARAWAK";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;65;1;KG;65;SO2306-0032 - SARAWAK;;30/06/2023
EP2401-0005;03/01/2024;Nguy?n D?ng Trung;Theo b? ph?n;"SO2401-0001 - China Plastic
SO2401-0002 - China Plastic
SO2401-0007 - 66 Lumut
SO2401-0008 - 66 Pasir
SO2401-0009 - 48 Lumut";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1700;1;KG;1700;"SO2401-0001 - China Plastic
SO2401-0002 - China Plastic
SO2401-0007 - 66 Lumut
SO2401-0008 - 66 Pasir
SO2401-0009 - 48 Lumut
SO2401-0010 - 48 Pasir
SO2401-0005 - Mekong
SO2401-0006 - Mekong";;09/01/2024
EP2312-0058;18/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"Halston + t?n kho
Halston + t?n kho
INTER + PRESTASI + SABAH + SARAWAK
KCP - 800K BAO";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1200;1;KG;1200;INTER + PRESTASI + SABAH + SARAWAK;;21/12/2023
EP2401-0097;25/01/2024;Nguy?n D?ng Trung;Theo b? ph?n;"DÉy ?ai Çp ki?n mÖu xanh d??ng B?N 15 mm ?? dÖy 1 mm
Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 2";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;700;1;KG;700;"SO2401-0017 - MEKONG
INTER";;31/01/2024
EP2311-0084;27/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;Ch? may PP 900D, mÖu tr?ng khìng t?y;040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;650;1;KG;650;LAHAD - SABAH - INTER - HARVEST;;01/12/2023
EP2311-0005;02/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2310-0034 - MEKONG
SO2310-0054 - HARVEST
SO2310-0033 - SANMIGUEL";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;750;1;KG;750;SO2310-0034 - MEKONG;;10/11/2023
EP2310-0085;27/10/2023;Nguy?n D?ng Trung;Theo b? ph?n;"CHINA PLASTIC + T?N KHO
MEKONG + T?N KHO";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;500;1;KG;500;CHINA PLASTIC + T?N KHO;;01/11/2023
EP2402-0013;20/02/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Ch? may 900D
H?t UV";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1500;1;KG;1500;"MFM - 2401-0047-0048-0049
CHINA PLASTIC - 2401-0050
INTER - 2401-0051-0053
MEKONG - 2401-0052
INTER - 2402-0004
PRESTASI - 2402-0010-0011-0012";;26/02/2024
EP2403-0044;14/03/2024;Nguy?n D?ng Trung;Theo b? ph?n;ECL + AGRIFEED + 48MFM + 66MFM + SANMIGUEL;040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1700;1;KG;1700;48MFM 66MFM;;01/04/2024
EP2405-0034;11/05/2024;Nguy?n D?ng Trung;Theo b? ph?n;"SO2405-0016
T?N KHO
SO2405-0013";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1700;1;KG;1700;T?N KHO;;17/05/2024
EP2406-0085;25/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;"SO2406-0028
SO2406-0038
T?N KHO
SO2406-0050";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1700;1;KG;1700;T?N KHO;;15/07/2024
EP2406-0023;10/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;"?ng gi?y c? dÖi tràn 135cm.
Ch? may PP 900D, mÖu tr?ng khìng t?y
H?t ph? gia MV8C (ChÉu ?u)
H?t nh?a PP M9600
Pallet g? 1.1m";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1700;1;KG;1700;T?N KHO;;14/06/2024
EP2407-0083;25/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Ch? may PP 900D
HAT-EMMV8C
HAT-EMPP-MF
HAT-TAYOP10";040010015000000;Ch? may PP 900D, mÖu tr?ng khìng t?y.(C? l? > or = 3.6Kgf. ?? d?n > or = 20%, Nh£ng h? 20 ?i?m/1 mÇt (5cm/?i?m), mÖu tr?ng khìng t?y), kh†ng UV 1-2%;KG;1700;1;KG;1700;T?N KHO;;10/08/2024
EP2403-0099;29/03/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t T? L?p ??t b?n r?a tay VÖ Gi?t kh?n vÖ xÉy d?ng ( lÖm cho anh V?);0904700310000000;Co nh?a PVC BM phi 27;CAI;10;1;CAI;10;;;30/03/2024
EP2401-0091;24/01/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? lÖm ???ng cung c?p n??c gi?ng t??i cÉy;0904700310000000;Co nh?a PVC BM phi 27;CAI;30;1;CAI;30;;;25/01/2024
EP2401-0083;23/01/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t?u xÉy bo cÉy c?nh vÖ s?a d??ng ?ng n??c ( A H?I);0904700310000000;Co nh?a PVC BM phi 27;CAI;10;1;CAI;10;;;25/01/2024
EP2312-0091;28/12/2023;HoÖng V?n Khiàm;Theo b? ph?n;V?T TUWSUWAR CH?A NH? VS X1 ( ANH H?I);0904700310000000;Co nh?a PVC BM phi 27;CAI;16;1;CAI;16;;;30/12/2023
EP2305-0001;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng l?p ??t b?m n??c v?n phïng m?i.;0904700310000000;Co nh?a PVC BM phi 27;CAI;6;1;CAI;6;;;
EP2305-0001;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng l?p ??t b?m n??c v?n phïng m?i.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;6;1;CUON;6;;;
EP2306-0058;21/06/2023;??ng Th? M? H?nh;Theo b? ph?n;?? xuÉt mua v?t t? s?a ch?a nhÖ v? sinh;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;10;1;CUON;10;;;24/06/2023
EP2308-0051;15/08/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? l?p ??t b?m t?ng †p n??c cho v?n phïng m?i,;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;10;1;CUON;10;;;
EP2309-0062;18/09/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y Çp ki?n JUMBO s? 2, m†y in cu?n s? 5, vÖ m†y s?i LH1.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;20;1;CUON;20;;Thay th? cho m†y Çp ki?n,;22/09/2023
EP2309-0026;07/09/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m?y in cu?n s? 5 vÖ s? 6.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;20;1;CUON;20;;;15/09/2023
EP2309-0024;07/09/2023;HÖ M?nh Hóng;Theo b? ph?n;VT lÖm ???ng kh° nÇn cho m†y d?t phÉn x??ng 1 vÖ m†y tr†ng h?p + m†y th?i phÉn x??ng 4.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;50;1;CUON;50;;;
EP2401-0067;19/01/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? ?i ???ng khi nÇn tÉn tràt x??ng 8.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;50;1;CUON;50;;L?p m?i.;28/01/2024
EP2312-0029;11/12/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? b?o trç cho m†y in cu?n s? 6.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;20;1;CUON;20;;B?o trç.;20/12/2023
EP2407-0060;16/07/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? chuy?n m†y n?n kh° SA37A v? phÉn x??ng 8.;0917400090000000;B?ng keo l?a (cao su non) 0,075mm*1/2*5-10mm;CUON;50;1;CUON;50;;L?p m?i,;19/07/2024
EP2401-0083;23/01/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t?u xÉy bo cÉy c?nh vÖ s?a d??ng ?ng n??c ( A H?I);0904300010000000;T nh?a PVC BM phi 34;CAI;3;1;CAI;3;;;25/01/2024
EP2308-0033;09/08/2023;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? s?a ch?a b?n n??c < qu?t treo ?än r?i c?t nhÖ v?n phïng m?i;0904300010000000;T nh?a PVC BM phi 34;CAI;2;1;CAI;2;;Thç cìng v?n phïng m?i;11/08/2023
EP2305-0001;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng l?p ??t b?m n??c v?n phïng m?i.;0904300010000000;T nh?a PVC BM phi 34;CAI;2;1;CAI;2;;;
EP2305-0001;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng l?p ??t b?m n??c v?n phïng m?i.;0904300130000000;T nh?a PVC BM phi 27.;CAI;2;1;CAI;2;;;
EP2307-0008;04/07/2023;HoÖng V?n Khiàm;Theo b? ph?n;Mau v?t t? l?p ?än chÉn c?t c?p tho†t n??c cho nhÖ b?p v?n phïng m?i;0904300130000000;T nh?a PVC BM phi 27.;CAI;4;1;CAI;4;;;05/07/2023
EP2401-0091;24/01/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? lÖm ???ng cung c?p n??c gi?ng t??i cÉy;0904300130000000;T nh?a PVC BM phi 27.;CAI;8;1;CAI;8;;;25/01/2024
EP2401-0083;23/01/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t?u xÉy bo cÉy c?nh vÖ s?a d??ng ?ng n??c ( A H?I);0904300130000000;T nh?a PVC BM phi 27.;CAI;2;1;CAI;2;;;25/01/2024
EP2403-0099;29/03/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t T? L?p ??t b?n r?a tay VÖ Gi?t kh?n vÖ xÉy d?ng ( lÖm cho anh V?);0904300130000000;T nh?a PVC BM phi 27.;CAI;10;1;CAI;10;;;30/03/2024
EP2403-0099;29/03/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t T? L?p ??t b?n r?a tay VÖ Gi?t kh?n vÖ xÉy d?ng ( lÖm cho anh V?);0906201390000000;?ng nh?a PVC BM phi 27x 1.9mm;CAY;10;1;CAY;10;;;30/03/2024
EP2401-0091;24/01/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? lÖm ???ng cung c?p n??c gi?ng t??i cÉy;0906201390000000;?ng nh?a PVC BM phi 27x 1.9mm;CAY;45;1;CAY;45;;;25/01/2024
EP2307-0008;04/07/2023;HoÖng V?n Khiàm;Theo b? ph?n;Mau v?t t? l?p ?än chÉn c?t c?p tho†t n??c cho nhÖ b?p v?n phïng m?i;0906201390000000;?ng nh?a PVC BM phi 27x 1.9mm;CAY;3;1;CAY;3;;;05/07/2023
EP2305-0001;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng l?p ??t b?m n??c v?n phïng m?i.;0906201390000000;?ng nh?a PVC BM phi 27x 1.9mm;CAY;2;1;CAY;2;;;
EP2308-0030;09/08/2023;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? c?i t?o vïi n??c r?a tay;0906201390000000;?ng nh?a PVC BM phi 27x 1.9mm;CAY;1;1;CAY;1;Mua 1 m;V?n phïng m?i;10/08/2023
EP2308-0033;09/08/2023;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? s?a ch?a b?n n??c < qu?t treo ?än r?i c?t nhÖ v?n phïng m?i;0906201370000000;?ng nh?a PVC phi 34 x 2.0;CAY;4;1;CAY;4;;Thç cìng v?n phïng m?i;11/08/2023
EP2305-0001;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng l?p ??t b?m n??c v?n phïng m?i.;0906201370000000;?ng nh?a PVC phi 34 x 2.0;CAY;1;1;CAY;1;;;
EP2307-0008;04/07/2023;HoÖng V?n Khiàm;Theo b? ph?n;Mau v?t t? l?p ?än chÉn c?t c?p tho†t n??c cho nhÖ b?p v?n phïng m?i;0906201370000000;?ng nh?a PVC phi 34 x 2.0;CAY;1;1;CAY;1;;;05/07/2023
EP2306-0079;22/06/2023;HÖnh ch°nh k? thu?t;Theo b? ph?n;V?t t? s? d?ng l?p ??t ???ng n??c vÖ kh° nÇn m†y s?i 2;0906201370000000;?ng nh?a PVC phi 34 x 2.0;CAY;4;1;CAY;4;;L?p ??t ???ng n??c vÖ kh° nÇn m†y s?i 2;10/07/2023
EP2312-0078;26/12/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? s?a ch?a m†y m¢c thi?t b? ph?c v? s?n xu?t c?a phïng k? thu?t.;0906201370000000;?ng nh?a PVC phi 34 x 2.0;CAY;2;1;CAY;2;;;01/01/2024
EP2403-0058;19/03/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? chuy?n m†y b?m v?n phïng m?i vÖ v?t t? s?a ch?a m†y m¢c thi?t b? ph?c v? s?n xu?t,;0906201370000000;?ng nh?a PVC phi 34 x 2.0;CAY;1;1;CAY;1;;L?p m?i,;22/03/2024
EP2401-0067;19/01/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? ?i ???ng khi nÇn tÉn tràt x??ng 8.;0905500710000000;S?t ?ng tr†ng k?m phi 27 x 2.7mm x dÖi 6000mm;CAY;10;1;CAY;10;;L?p m?i.;28/01/2024
EP2305-0004;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho dÖn thu cu?n m†y s?i 3 vÖ v?t t? lÖm ???ng h?i m†y d?t x??ng 1.;0905500710000000;S?t ?ng tr†ng k?m phi 27 x 2.7mm x dÖi 6000mm;CAY;30;1;CAY;30;;;
EP2309-0024;07/09/2023;HÖ M?nh Hóng;Theo b? ph?n;VT lÖm ???ng kh° nÇn cho m†y d?t phÉn x??ng 1 vÖ m†y tr†ng h?p + m†y th?i phÉn x??ng 4.;0905500710000000;S?t ?ng tr†ng k?m phi 27 x 2.7mm x dÖi 6000mm;CAY;5;1;CAY;5;;;
EP2305-0004;03/05/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho dÖn thu cu?n m†y s?i 3 vÖ v?t t? lÖm ???ng h?i m†y d?t x??ng 1.;0906100890000000;N?i 2 ??u ren trong Inox phi 27;CAI;10;1;CAI;10;;;
EP2306-0079;22/06/2023;HÖnh ch°nh k? thu?t;Theo b? ph?n;V?t t? s? d?ng l?p ??t ???ng n??c vÖ kh° nÇn m†y s?i 2;0906100890000000;N?i 2 ??u ren trong Inox phi 27;CAI;8;1;CAI;8;;L?p ??t ???ng n??c vÖ kh° nÇn m†y s?i 2;10/07/2023
EP2306-0079;22/06/2023;HÖnh ch°nh k? thu?t;Theo b? ph?n;V?t t? s? d?ng l?p ??t ???ng n??c vÖ kh° nÇn m†y s?i 2;NOI156;N?i th?ng nh?a 60;CAI;2;1;CAI;2;;L?p ??t ???ng n??c vÖ kh° nÇn m†y s?i 2;10/07/2023
EP2305-0002;03/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;VAT TU SD CHO XUONG 02;0911700020000000;Th?m v?i (1.2mx1m)-lo?i c??c c¢ ch? welcome;CAI;2;1;CAI;2;;;
EP2306-0032;09/06/2023;Tr?n Th? Ph??ng;Theo b? ph?n;MUA M? T?M B?I D??NG CA ??M TH?NG 6 /2023;VPP-010000001000000;M? tìm h?o h?o;THUNG;40;1;THUNG;40;;;13/06/2023
EP2307-0046;14/07/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA M? T?M B?I D??NG CHO CA ??M;VPP-010000001000000;M? tìm h?o h?o;THUNG;40;1;THUNG;40;;;19/07/2023
EP2310-0057;17/10/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA M? T?M B?I D??NG CA ??M TH?NG 10.2023;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;B?i d??ng cho ca ?àm;24/10/2023
EP2308-0098;29/08/2023;??ng Th? M? H?nh;Theo b? ph?n;?? xu?t mua mç tìm ph?c v? CBNV ca ?àm;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;Ph?c v? ca ?àm;01/09/2023
EP2312-0043;14/12/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA M? T?M CHO CA ??M  TH?NG 12/2023;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;;18/12/2023
EP2402-0024;23/02/2024;V? Th? Minh Ti?n;Theo b? ph?n;?? xu?t mua M? tìm cho ca ?àm th†ng 02/2024;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;;25/02/2024
EP2404-0028;10/04/2024;V? Th? Minh Ti?n;Theo b? ph?n;?? xu?t mua m? tìm cho CNV Th†ng 04.2024;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;;12/04/2024
EP2304-0012;05/04/2023;;Theo b? ph?n;?? XU?T MUA M? T?M B?I D??NG CHO CA ??M;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;;10/04/2023
EP2407-0002;01/07/2024;V? Th? Minh Ti?n;Theo b? ph?n;?? XU?T MUA M? ?N KHUYA CHO CBCNV;VPP-010000001000000;M? tìm h?o h?o;THUNG;30;1;THUNG;30;;;02/07/2024
EP2305-0012;04/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;?? xu?t t? s?t ??ng m?u cho QC P.QLCL;5300100120000000;T? s?t ??ng h? s? v?n phïng, ngang 1m x cao 1,85m c?a tràn lóa, c?a d??i m? 2 c†nh.;CAI;1;1;CAI;1;;;
EP2305-0013;04/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;?? XU?T MUA TH? G?I XE;5300100650000000;Th? Xe M†y;CAI;50;1;CAI;50;;;
EP2308-0084;23/08/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA TH? XE;5300100650000000;Th? Xe M†y;CAI;50;1;CAI;50;;G?I XE;30/08/2023
EP2309-0050;13/09/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA VPP TH?NG 09.2023;5300100650000000;Th? Xe M†y;CAI;50;1;CAI;50;;;18/09/2023
EP2403-0025;08/03/2024;V? Th? Minh Ti?n;Theo b? ph?n;?? xu?t mua VPP th†ng 03.2024;5300100650000000;Th? Xe M†y;CAI;60;1;CAI;60;;;11/03/2024
EP2403-0077;22/03/2024;V? Th? Minh Ti?n;Theo b? ph?n;?? xu?t mua n¢n cho kh†ch;53NONTAMKHA00491;N¢n (t?m cho kh†ch);CAI;200;1;CAI;200;;;24/03/2024
EP2311-0040;17/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA N?N ??I M?T L?N CHO KH?CH H?NG;53NONTAMKHA00491;N¢n (t?m cho kh†ch);CAI;200;1;CAI;200;;;23/11/2023
EP2311-0066;23/11/2023;V? ??c HoÖng;Theo b? ph?n;Mua v?t t? ph†t sinh ngoÖi BOM NVL ??n hÖng vÖ d? phïng trong th†ng 12/2023;0917400080000000;B?NG KEO ?? 5cm;CUON;30;1;CUON;30;;D†n l?i hÖng m†y h?p;27/11/2023
EP2401-0054;16/01/2024;V? ??c HoÖng;Theo th†ng;Bang keo ph?c v? s?n xu?t PX BTP T1/2024;0917400080000000;B?NG KEO ?? 5cm;CUON;100;1;CUON;100;Mua 100 cu?n;Dóng cho tr†ng h?p, th?i;16/01/2024
EP2403-0071;21/03/2024;V? ??c HoÖng;Theo th†ng;PX BTP: b?ng keo ph?c v? s?n xu?t T3/2024;0917400080000000;B?NG KEO ?? 5cm;CUON;100;1;CUON;100;;;23/03/2024
EP2402-0039;26/02/2024;V? ??c HoÖng;Theo th†ng;B?ng keo ph?c v? s?n xu?t PX BTP T2/2024;0917400080000000;B?NG KEO ?? 5cm;CUON;100;1;CUON;100;;D†n l?i th?i - h?p;01/03/2024
EP2310-0062;18/10/2023;Là Tr?n ??ng Khoa;Theo th†ng;K? HO?CH S? D?NG V?T T? PH?N X??NG D?T(B?NG KEO D?N L?I V? XU?NG CU?N);0917400080000000;B?NG KEO ?? 5cm;CUON;300;1;CUON;300;V? L?I H?NG L?NG+N?I CU?N;;22/10/2023
EP2308-0102;30/08/2023;H? Qu?c Th?o;Theo b? ph?n;Yàu c?u mua v?t t? ph?c v? s?n xu?t cho phÉn x??ng d?t ngÖy 30/08/2023;0917400080000000;B?NG KEO ?? 5cm;CUON;180;1;CUON;180;;;04/09/2023
EP2308-0011;02/08/2023;H? Qu?c Th?o;Theo b? ph?n;?? xu?t mua v?t t? ph?c v? cìng ?o?n d?t ngÖy 02/08/2023;0917400080000000;B?NG KEO ?? 5cm;CUON;180;1;CUON;180;;D†n manh - cu?n;04/08/2023
EP2305-0019;08/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;Yàu c?u mua v?t t? cho phÉn x??ng d?t ngÖy 08/05/2023;0917400080000000;B?NG KEO ?? 5cm;CUON;360;1;CUON;360;;;
EP2406-0046;14/06/2024;V? ??c HoÖng;Theo th†ng;PX BTP: b?ng keo ph?c v? SX T6;0917400080000000;B?NG KEO ?? 5cm;CUON;100;1;CUON;100;;;18/06/2024
EP2405-0086;27/05/2024;Là Tr?n ??ng Khoa;Theo b? ph?n;?? XU?T V?T T? PH?N X??NG D?T - S?I 27/5/2024;0917400080000000;B?NG KEO ?? 5cm;CUON;200;1;CUON;200;;;29/05/2024
EP2406-0046;14/06/2024;V? ??c HoÖng;Theo th†ng;PX BTP: b?ng keo ph?c v? SX T6;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;200;1;CUON;200;;;18/06/2024
EP2305-0019;08/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;Yàu c?u mua v?t t? cho phÉn x??ng d?t ngÖy 08/05/2023;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;180;1;CUON;180;;;
EP2307-0014;05/07/2023;Nguy?n TÉn Bçnh;Theo b? ph?n;?? xu?t NPL ngoÖi BOM ph?c v? s?n xu?t PX - BTP;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;100;1;CUON;100;;;
EP2308-0011;02/08/2023;H? Qu?c Th?o;Theo b? ph?n;?? xu?t mua v?t t? ph?c v? cìng ?o?n d?t ngÖy 02/08/2023;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;180;1;CUON;180;;D†n manh - cu?n;04/08/2023
EP2308-0102;30/08/2023;H? Qu?c Th?o;Theo b? ph?n;Yàu c?u mua v?t t? ph?c v? s?n xu?t cho phÉn x??ng d?t ngÖy 30/08/2023;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;180;1;CUON;180;;;04/09/2023
EP2310-0062;18/10/2023;Là Tr?n ??ng Khoa;Theo th†ng;K? HO?CH S? D?NG V?T T? PH?N X??NG D?T(B?NG KEO D?N L?I V? XU?NG CU?N);0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;120;2,5;CUON;300;;;22/10/2023
EP2402-0039;26/02/2024;V? ??c HoÖng;Theo th†ng;B?ng keo ph?c v? s?n xu?t PX BTP T2/2024;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;200;1;CUON;200;;D†n tem vÖ n?i cu?n c†c cìng ?o?n;01/03/2024
EP2403-0071;21/03/2024;V? ??c HoÖng;Theo th†ng;PX BTP: b?ng keo ph?c v? s?n xu?t T3/2024;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;200;1;CUON;200;;;23/03/2024
EP2403-0102;30/03/2024;Là Tr?n ??ng Khoa;Theo b? ph?n;D? XU?T MUA V?T T? PH?N X??NG D?T 30/3/2024;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;50;1;CUON;50;;;05/04/2024
EP2405-0024;08/05/2024;V? ??c HoÖng;Theo th†ng;PX BTP: v?t t? in dóng T5;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;200;1;CUON;200;;;13/05/2024
EP2404-0081;26/04/2024;Là Tr?n ??ng Khoa;Theo b? ph?n;?? xu?t v?t t? px d?t ngay 26/4/2024;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;200;1;CUON;200;;;06/05/2024
EP2401-0054;16/01/2024;V? ??c HoÖng;Theo th†ng;Bang keo ph?c v? s?n xu?t PX BTP T1/2024;0917400020000000;B?ng keo 2 m?t ( 5 cm lo?i dÖy);CUON;200;1;CUON;200;Mua 200 cu?n;Dóng d†n tem nh?n d?ng c†c cìng ?o?n, xu?t hÖng;16/01/2001
