Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,KCU001,269.2,0,0,15514,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,KCU001,272.2,0,0,15514,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,KCU001,282,0,0,15514,15414,CTY00001,,,,LSX03/24-063,VAICUON,,0102125017000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,KCU001,281,0,0,15514,15414,CTY00001,,,,LSX03/24-063,VAICUON,,0102125017000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KCU001,335,0,0,15514,15414,CTY00001,,,,LSX06/24-038,VAICUON,,0102125027000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KCU001,315.5,0,0,15514,15414,CTY00001,,,,LSX06/24-038,VAICUON,,0102125027000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KCU001,323,0,0,15514,15414,CTY00001,,,,LSX06/24-038,VAICUON,,0102125027000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125032000000,"Vải cuộn PP, trắng đục, K66cm, MĐ: 10.0x11.0, TL: 104g/m. [Hooking]/THACUSAN660100110104TRDU",M,KCU001,259,0,0,15514,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125032000000,"Vải cuộn PP, trắng đục, K66cm, MĐ: 10.0x11.0, TL: 104g/m. [Hooking]/THACUSAN660100110104TRDU",M,KCU001,256,0,0,15514,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KCU001,346,0,0,15514,15414,CTY00001,,,,LSX07/24-008,VAICUON,,0102125051000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KCU001,344,0,0,15514,15414,CTY00001,,,,LSX07/24-008,VAICUON,,0102125051000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KCU001,344,0,0,15514,15414,CTY00001,,,,LSX07/24-008,VAICUON,,0102125051000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KCU001,345,0,0,15514,15414,CTY00001,,,,LSX07/24-008,VAICUON,,0102125051000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",M,KCU001,287,0,0,15514,15414,CTY00001,,,,LSX06/24-106,VAICUON,,0102125059000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",M,KCU001,277,0,0,15514,15414,CTY00001,,,,LSX06/24-106,VAICUON,,0102125059000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,KCU001,300,0,0,15514,15414,CTY00001,,,,LSX06/24-113,VAICUON,,0102125065000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KCU001,301,0,0,15514,15414,CTY00001,,,,LSX06/24-082,VAICUON,,0102129003000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KCU001,305,0,0,15514,15414,CTY00001,,,,LSX06/24-082,VAICUON,,0102129003000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KCU001,299,0,0,15514,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KCU001,298,0,0,15514,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KCU001,298,0,0,15514,15414,CTY00001,,,,LSX06/24-082,VAICUON,,0102129003000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KCU001,301,0,0,15514,15414,CTY00001,,,,LSX06/24-082,VAICUON,,0102129003000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAAGF560100110069TRDU,"Vải cuộn PP, trắng đục, K56.0cm (+1/-0.5), MĐ: 10x11, TL: 69g/m (+/-2.1).",M,KCU001,199.2,0,0,15514,15414,CTY00001,,,,LSX06/24-013,VAICUON,,0119101001001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAAGF560100110069TRDU,"Vải cuộn PP, trắng đục, K56.0cm (+1/-0.5), MĐ: 10x11, TL: 69g/m (+/-2.1).",M,KCU001,209.2,0,0,15514,15414,CTY00001,,,,LSX06/24-013,VAICUON,,0119101001001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAAGF560100110069TRDU,"Vải cuộn PP, trắng đục, K56.0cm (+1/-0.5), MĐ: 10x11, TL: 69g/m (+/-2.1).",M,KCU001,189.7,0,0,15514,15414,CTY00001,,,,LSX06/24-013,VAICUON,,0119101001001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAAGF560100110069TRDU,"Vải cuộn PP, trắng đục, K56.0cm (+1/-0.5), MĐ: 10x11, TL: 69g/m (+/-2.1).",M,KCU001,198.2,0,0,15514,15414,CTY00001,,,,LSX06/24-013,VAICUON,,0119101001001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW100008008105CABD,"Cuộn PP, màu cam + 4 sọc đỏ 4cm cách biên 15cm, K100cm (+1/-0.5), MĐ: 8x8, TL: 105g/m (+/-5%).",M,KCU001,264,0,0,15514,15414,CTY00001,,,,LSX06/24-075,VAICUON,,TPH100135G160CASDDW,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,217.5,0,0,15514,15414,CTY00001,,,,LSX06/24-050,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,220.5,0,0,15514,15414,CTY00001,,,,LSX06/24-050,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110065VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,189,0,0,15514,15414,CTY00001,,,,LSX06/24-057,VAICUON,,TPH455068G054VBT.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072TRDU,"Cuộn PP, trắng đục, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,201.5,0,0,15514,15414,CTY00001,,,,LSX06/24-097,VAICUON,,TPH455066G057TDU.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072TRDU,"Cuộn PP, trắng đục, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,201.5,0,0,15514,15414,CTY00001,,,,LSX06/24-097,VAICUON,,TPH455066G057TDU.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072TRDU,"Cuộn PP, trắng đục, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,213.5,0,0,15514,15414,CTY00001,,,,LSX06/24-097,VAICUON,,TPH455066G057TDU.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072TRDU,"Cuộn PP, trắng đục, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,58.5,0,0,15514,15414,CTY00001,,,,LSX06/24-097,VAICUON,,TPH455066G057TDU.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,203.5,0,0,15514,15414,CTY00001,,,,LSX06/24-062,VAICUON,,TPH455066G057VBT.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,206,0,0,15514,15414,CTY00001,,,,LSX06/24-062,VAICUON,,TPH455066G057VBT.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACADOW455100110072VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,207.5,0,0,15514,15414,CTY00001,,,,LSX06/24-063,VAICUON,,TPH455066G057VBT.DW.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,226.2,0,0,15514,15414,CTY00001,,,,LSX06/24-077,VAICUON,,0119110019000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,231.2,0,0,15514,15414,CTY00001,,,,LSX06/24-077,VAICUON,,0119110019000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,222.2,0,0,15514,15414,CTY00001,,,,LSX06/24-077,VAICUON,,0119110019000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",M,KCU001,335.9,0,0,15514,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN060XXXTTINT.XXXXXXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,283.5,0,0,15514,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,294.5,0,0,15514,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,292.5,0,0,15514,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,293.5,0,0,15514,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",M,KCU001,272.2,0,0,15514,15414,CTY00001,,,,LSX06/24-101,VAICUON,,TPH495805G079MEK.MKPL,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",M,KCU001,95.2,0,0,15514,15414,CTY00001,,,,LSX06/24-101,VAICUON,,TPH495805G079MEK.MKPL,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",M,KCU001,343,0,0,15514,15414,CTY00001,,,,LSX06/24-027,VAICUON,,TPH595920G112MEK.BM28,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,228.2,0,0,15514,15414,CTY00001,,,,LSX12/23-055,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,227.2,0,0,15514,15414,CTY00001,,,,LSX12/23-055,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,240.7,0,0,15514,15414,CTY00001,,,,LSX12/23-055,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",M,KCU001,278.7,0,0,15514,15414,CTY00001,,,,LSX12/23-054,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",M,KCU001,274.2,0,0,15514,15414,CTY00001,,,,LSX12/23-054,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",M,KCU001,267.7,0,0,15514,15414,CTY00001,,,,LSX12/23-054,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,266.7,0,0,15514,15414,CTY00001,,,,LSX06/24-042,VAICUON,,0119124003001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,256.7,0,0,15514,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,258.7,0,0,15514,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,262.7,0,0,15514,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KCU001,163.2,0,0,15514,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KCU001,170.2,0,0,15514,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KCU001,167.7,0,0,15514,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KCU001,173.2,0,0,15514,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KCU001,167.2,0,0,15514,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAUNP175120130480TRDU,"Vải cuộn PP, K175.0cm, MĐ: 12.0x13.0, TL: 480.2g/m. [UNP-140gsm]",M,KCU001,282,0,0,15514,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACAUNP175120130480TRDU,"Vải cuộn PP, K175.0cm, MĐ: 12.0x13.0, TL: 480.2g/m. [UNP-140gsm]",M,KCU001,206.5,0,0,15514,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUASI118130130207TRDU,"Vải manh PP trắng đục K.118.0cm; MĐ: 13.0x13.0,  ID sợi dọc màu beige 4 sợi gia cường 2 điểm, mỗi điểm 3cm 22+19.5+35+19.5+22; TL: 206.5g/m",M,KCU001,195.5,0,0,15514,15414,CTY00001,,,,LSX07/24-009,VAICUON,,01JBO-6P008-01-0000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUASI118130130207TRDU,"Vải manh PP trắng đục K.118.0cm; MĐ: 13.0x13.0,  ID sợi dọc màu beige 4 sợi gia cường 2 điểm, mỗi điểm 3cm 22+19.5+35+19.5+22; TL: 206.5g/m",M,KCU001,201,0,0,15514,15414,CTY00001,,,,LSX07/24-009,VAICUON,,01JBO-6P008-01-0000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUBAN180080077378TRDU,"Vải cuộn JB, trắng UV, dệt K180cm (-0/+1.5), xếp hông mỗi bên 44.5cm, khổ TP 91cm, MĐ: 8.0x7.7, TL: 378g/m (+/-3%) (105gsm) (1200m/cuộn).",M,KCU001,439.5,0,0,15514,15414,CTY00001,,,,LSX05/24-007,VAICUON,,THACUBAN180080077378TRDU,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUDOW455100110070CA00,"Vải cuộn PP, màu cam, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KCU001,272,0,0,15514,15414,CTY00001,,,,LSX06/24-109,VAICUON,,THACUDOW455100110070CA00,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUDOW455100110070CA00,"Vải cuộn PP, màu cam, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KCU001,281,0,0,15514,15414,CTY00001,,,,LSX06/24-109,VAICUON,,THACUDOW455100110070CA00,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUDOW455100110070CA00,"Vải cuộn PP, màu cam, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KCU001,287,0,0,15514,15414,CTY00001,,,,LSX06/24-109,VAICUON,,THACUDOW455100110070CA00,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUHAL570085080735TRDU,"Vải cuộn PP, trắng đục, dệt lòng PE, K57.0cm(+/-0.5), TL vải + PE: 95g/m. (TL vải: 73.5g/m, 64.5gsm)",M,KCU001,268.2,0,0,15514,15414,CTY00001,,,,LSX05/24-031,VAICUON,,0102109025000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUHAL570085080735TRDU,"Vải cuộn PP, trắng đục, dệt lòng PE, K57.0cm(+/-0.5), TL vải + PE: 95g/m. (TL vải: 73.5g/m, 64.5gsm)",M,KCU001,269.2,0,0,15514,15414,CTY00001,,,,LSX05/24-031,VAICUON,,0102109025000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUHAL570085080735TRDU,"Vải cuộn PP, trắng đục, dệt lòng PE, K57.0cm(+/-0.5), TL vải + PE: 95g/m. (TL vải: 73.5g/m, 64.5gsm)",M,KCU001,275.7,0,0,15514,15414,CTY00001,,,,LSX05/24-031,VAICUON,,0102109025000000,,2155
TP,7/3/2024,TP07/24-017,Nhập báo cáo dệt ngày 03/07/2024,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",M,KCU001,61,0,0,15514,15414,CTY00001,,,,LSX07/24-002,VAICUON,,HAPSAN585099TRTR,,2155
