Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2
0119117002011000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 138 (3+0) (5000255). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA138",KG,0,0,703,0,703,0,0,0,CAI,0,10000,10000,0
0119117002012000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 R-CANAI (5000283). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA2RCA",KG,0,0,568,0,568,0,0,0,CAI,0,8000,8000,0
0119117002013000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 98 (5000268). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA98",KG,16.45,510526,2483.4,0,2483.4,0,16.45,510526,CAI,235,36000,36000,235
0119117002014000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 99 (5000272). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA99",KG,10.5,325868,3697,0,3697,0,10.5,325868,CAI,150,54000,54000,150
0119117002015000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RED H (2+0) (5000353). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.REHO",KG,0,0,273.8,0,273.8,0,0,0,CAI,0,4000,4000,0
0119117002016000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: SFFM 99 (5000305). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.SFFM99",KG,0,0,3076.4,0,3076.4,0,0,0,CAI,0,44000,44000,0
0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",KG,400,8558608,1989.1,20352190,2389.1,28910798,0,0,CAI,5000,25000,30000,0
0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",KG,2160,55966230,11342.4,271478352,13502.4,327444582,0,0,CAI,27000,145000,172000,0
0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",KG,2160,56607093,12307.8,215256657,14467.8,271863750,0,0,CAI,27000,157000,184000,0
0119119001004000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE",KG,623.9,12224357,2530,12224357,3153.9,24448714,0,0,CAI,8000,32000,40000,0
0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",KG,800,17062898,1119.4,24975812,1919.4,42038710,0,0,CAI,10000,14000,24000,0
0119119001008000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO",KG,0,0,8410.2,117339006,8410.2,117339006,0,0,CAI,0,106000,106000,0
0119119001009000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE",KG,157.1,3050788,2486.3,7016520,2050.6,10067308,592.8,0,CAI,2000,24000,26000,0
0119119001010000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMGOST",KG,160,3336471,964.5,7291717,1124.5,10628188,0,0,CAI,2000,12000,14000,0
0119119001011000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI",KG,314.1,7083494,6169.7,7083494,6483.8,14166988,0,0,CAI,4000,78000,82000,0
0119119001013000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PEACHES (2+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMPEAC",KG,0,0,795.3,3946378,795.3,3946378,0,0,CAI,0,10000,10000,0
0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",KG,712,20164614,1581.4,39369614,1893.4,47120212,400,12414016,CAI,9000,20000,24000,5000
0119119001015000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX",KG,240,5865776,1497.8,9774254,1737.8,15640030,0,0,CAI,3000,19000,22000,0
0119119001016000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA",KG,400,9797454,1800.4,45257618,2200.4,55055072,0,0,CAI,5000,23000,28000,0
0119119001017000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB",KG,0,0,951.3,0,951.3,0,0,0,CAI,0,12000,12000,0
0119119001019000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO",KG,159.3,3895885,1124.9,7864035,1284.2,11759920,0,0,CAI,2000,14000,16000,0
0119119001021000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIBL",KG,0,0,4484,0,4484,0,0,0,CAI,0,58000,58000,0
0119119001022000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIGR",KG,0,0,475.4,0,475.4,0,0,0,CAI,0,6000,6000,0
0119119001023000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIRE",KG,0,0,781.8,0,781.8,0,0,0,CAI,0,10000,10000,0
0119119001024000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (FOR EXPORT ONLY). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBLBIEX",KG,0,0,163.4,0,163.4,0,0,0,CAI,0,2000,2000,0
0119119001025000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSDIMOUBF",KG,0,0,2332,0,2332,0,0,0,CAI,0,30000,30000,0
0119119001026000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGOST",KG,0,0,160.6,0,160.6,0,0,0,CAI,0,2000,2000,0
0119119001027000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LP. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSLP",KG,0,0,157.2,0,157.2,0,0,0,CAI,0,2000,2000,0
0119119001028000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSNBSP",KG,0,0,1094,0,1094,0,0,0,CAI,0,14000,14000,0
0119119001029000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSRERO",KG,0,0,910,0,910,0,0,0,CAI,0,12000,12000,0
0119119001030000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: REWORK (2 mặt). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSREWORK",KG,0,0,311.8,0,311.8,0,0,0,CAI,0,4000,4000,0
0119119001031000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSROCA",KG,0,0,1401.8,0,1401.8,0,0,0,CAI,0,18000,18000,0
0119119001032000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: WASTE X (1+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSWASTEX",KG,0,0,162.8,0,162.8,0,0,0,CAI,0,2000,2000,0
0119119001034000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PS-GBX WHEAT FLOUR (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGBXWF",KG,0,0,2322.8,0,2322.8,0,0,0,CAI,0,30000,30000,0
0119119002033000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN",KG,166,3165183,319.8,7191553,485.8,10356736,0,0,CAI,2000,4000,6000,0
0119119002034000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: GARDENIA (3+0). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN",KG,664,15991641,1418.8,35999193,2082.8,51990834,0,0,CAI,8000,18000,26000,0
0119119002035000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW",KG,0,0,493.3,0,493.3,0,0,0,CAI,0,6000,6000,0
0119119002036000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO",KG,81.6,1980129,574,1980129,655.6,3960258,0,0,CAI,1000,7000,8000,0
0119119002039000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: SPIII. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.PSSPIII",KG,0,0,169,0,169,0,0,0,CAI,0,2000,2000,0
0119119003040000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: SPIII. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485084TDMFM.LMSPIII",KG,340,8225493,661.4,16543775,1001.4,24769268,0,0,CAI,4000,8000,12000,0
0119119003041000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: WHOLEMEAL 25KG. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485084TDMFM.LMWHOL",KG,82.2,2033991,417.7,2033991,499.9,4067982,0,0,CAI,1000,5000,6000,0
0119119003044000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: PS-NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",KG,0,0,5069.6,0,5069.6,0,0,0,CAI,0,62000,62000,0
0119119004042000,"Bao TP-PP, trắng đục, K48.5x91.5LL(+/-1), TL: 93g/cái(+/-2.8), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485915TDMFM.LMNTWW",KG,442.3,11064681,442.3,11064681,884.6,22129362,0,0,CAI,5000,5000,10000,0
0119120001001000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9900. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9900",KG,584.8,4326977,584.8,4326977,1169.6,8653954,0,0,CAI,5000,5000,10000,0
0119120001002000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9901",KG,0,0,2344.8,20940880,2344.8,20940880,0,0,CAI,0,20000,20000,0
0119120001003000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902",KG,3520.3,23035303,16450.7,169288021,19971,192323324,0,0,CAI,30000,140000,170000,0
0119120001004000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902C",KG,2968.1,16316907,8830.1,33426544,11780.2,49184820,18,558631,CAI,25150,75000,100000,150
0119120004013000,"Bao TP-PP, trắng đục, K66.0x114.0LL(+/-1), TL: 138g/cái, MK: FULL FAT SOYA (2+2). [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]/TPH066114138TDMFM.PSFFS",KG,3326.4,25838709,24370,170845807,27696.4,196684516,0,0,CAI,25000,185000,210000,0
0119121001002000,"Bao TP-PP, trắng đục, K53x74LL (+/-1), TL: 53g/cái (+/-1.5), cắt zigzag, có tracking, MK: EXTRA FINA (Màu đỏ, 1+1) (Mã ROJO của Cty Molinera). [EK: 1 tép 100 cái, kiện 5 tép trở đầu, vải áo màu trắng, 4 đai ngang x 1 đai dọc, nhận dạng MK bên ngoài]",KG,1296.6,33351222,0,0,0,0,1296.6,33351222,CAI,3300,0,0,3300
TPH050074G074INT.WHGL078,"Bao TP-PP, K50.0x74.0LL, TL: 74.0g/cái, MK: WHITE GLOBE 22.5KG - CODE 078 (2+0) (Mã KH: 5000470). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,370,11482964,0,0,0,0,370,11482964,CAI,5000,0,0,5000
TPH050074G074INT.WHGL079,"Bao TP-PP, K50.0x74.0LL, TL: 74.0g/cái, MK: WHITE GLOBE 22.5KG - CODE 079 (2+0) (Mã KH: 5000470). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,370,11482964,0,0,0,0,370,11482964,CAI,5000,0,0,5000
TPH060088INT.AQ34THAC253,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 34 THAI - CODE 253(2+1) (Mã: 5000620). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,525,16293396,0,0,0,0,525,16293396,CAI,5000,0,0,5000
0119114001005000,"Bao TP-PP trắng tẩy, K51x65LL; TL: 55g/cái (+/-2), MK: ĐƯỜNG TINH LUYỆN CAO CẤP - 20 túi x 1Kg (1+0,màu xanh da trời), đáy gấp 1 lần may 2 đường C6; EK: 500 cái/kiện, bắn đai 4Nx1D, dây đai màu xanh dương, dán tem nhận diện bên ngoài",KG,0,-504413,0,0,0,0,0,-504413,Cái,0,0,0,0
TPH051076G064TDUNP,"Bao TP-PP, trắng đục,K50.8x76.2PB, TL: 64g/cái. Đóng gói 1000cái/kiện (may lẹm bao), 12kiện/pallet. Pallet được quấn màng co+bắn dây đai , dán tem 4 mặt pallet",KG,0,0,10362.6,0,10362.6,0,0,0,Cái,0,158940,158940,0
TPH051076G064XLUNP,"Bao TP-PP, xanh lá,K50.8x76.2PB, TL: 64g/cái. Đóng gói 1000cái/kiện (may lẹm), 12kiện/pallet. Pallet được quấn màng co+bắn dây đai , dán tem 4 mặt pallet",KG,0,0,2515.56,0,2515.56,0,0,0,Cái,0,40000,40000,0
TPH056101G092XLUNP,"Bao TP-PP, xanh lá, K56(+1/-0)x101.5PB(+1.5/-0), TL: 92g/cái (+/-3%), gấp miệng 1 lần may 1 đường, gấp đáy 1 lần may 2 đường, bao không in. Đóng gói 1000cái/kiện (may lẹm), 12kiện/pallet. Pallet được quấn màng co+bắn dây đai , dán tem 4 mặt pallet",KG,0,0,1774.8,0,1774.8,0,0,0,Cái,0,20000,20000,0
TPH051091G075TDUNP,"Bao TP-PP, trắng đục,K50.8x91.5PB, TL: 75g/cái. Đóng gói 1000cái/kiện (may lẹm), 12kiện/pallet. Pallet được quấn màng co+bắn dây đai , dán tem 4 mặt pallet",KG,0,0,1413.6,0,1413.6,0,0,0,Cái,0,19880,19880,0
TPH060092G072TDCHN,"Bao PP, màu trắng đục, khổ 60x92PB (cm), TL: 72gr/cái, cắt thẳng đáy gấp 1 lần may 2 đường PP900D,  không in [Ép kiện 500 cái/kiện, 5N+1D]",KG,736.7,22067771,0,0,0,0,736.7,22067771,Cái,6650,0,0,6650
TPH060085G065TDCHN.SDTB,"Bao PP, màu trắng đục, khổ 60x85PB (cm), TL: 65gr/cái, cắt zigzag đáy gấp 1 lần may 2 đường PP900D,  in(1+0), marka SUBPRODUCTO DE TRIGO (Black: 1+0) [Ép kiện 500 cái/kiện, 5N+1D]",KG,168.45,5045902,0,0,0,0,168.45,5045902,Cái,470,0,0,470
TPH060097G074TDCHN.SDTR,"Bao PP, màu trắng đục, khổ 60x97PB (cm), TL: 74gr/cái, cắt zigzag đáy gấp 1 lần may 2 đường PP900D,  in(1+0), marka SUBPRODUCTO DE TRIGO (Red: 1+0) [Ép kiện 500 cái/kiện, 5N+1D]",KG,299.18,8961905,0,0,0,0,299.18,8961905,Cái,170,0,0,170
5200110040000000,"Pallet gỗ 1.1mx1.1mx.0.15m pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",Cái,150,22200000,0,0,150,22200000,0,0,Cái,150,0,150,0
0119119001036000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRDS (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc] (PS)",KG,0,0,2049.2,0,2049.2,0,0,0,Cái,0,26000,26000,0
TPH495805G079MEK.BLC,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Balance - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,4696,0,4696,0,0,0,Cái,0,60000,60000,0
TPH495805G079MEK.GBF,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Golden Buffalo-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,2370,0,2370,0,0,0,Cái,0,30000,30000,0
TPH495805G079MEK.CF2X,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF2.X-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,3112.22,0,3112.22,0,0,0,Cái,0,39800,39800,0
TPH495805G079MEK.FARY,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Fairy - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,7785,0,7785,0,0,0,Cái,0,99400,99400,0
TPH495805G079MEK.CF2,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF2 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,3081,67637766,3081,67637766,0,0,Cái,0,40000,40000,0
TPH495805G079MEK.CHD,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Chuyên dụng - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,3129,0,3129,0,0,0,Cái,0,39800,39800,0
TPH495805G079MEK.3BLR,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: 3-Blue Roses - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,1540,6209478,1540,6209478,0,0,Cái,0,20000,20000,0
TPH495805G079MEK.JP1,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: JP1 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,1076,27480580,1076,27480580,0,0,Cái,0,14000,14000,0
TPH495805G079MEK.CF,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,0,1508,33489522,1508,33489522,0,0,Cái,0,20000,20000,0
