Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2,Date
0906000150000000,NHÔNG ĐẦU RÙA 35 RĂNG,Cái,10,350000,0,0,0,0,10,350000,Cái,10,0,0,10,17/09/2024
0906000160000000,NHÔNG ĐÔI 50/16 RĂNG,Cái,16,560000,0,0,0,0,16,560000,Cái,16,0,0,16,17/09/2024
0906000180000000,NHÔNG ĐÔI 40/ 20 RĂNG,Cái,7,245000,0,0,0,0,7,245000,Cái,7,0,0,7,17/09/2024
0906000190000000,NHÔNG ĐÔI 60/20 RĂNG/ PHI 47 ,Cái,2,70000,0,0,0,0,2,70000,Cái,2,0,0,2,17/09/2024
0906000200000000,NHÔNG ĐÔI 60/20 RĂNG/ PHI 50 ,Cái,4,1120000,0,0,0,0,4,1120000,Cái,4,0,0,4,17/09/2024
0906000210000000,NHÔNG ĐÔI 50/32 RĂNG,Cái,1,35000,0,0,0,0,1,35000,Cái,1,0,0,1,17/09/2024
0906000220000000,NHÔNG ĐÔI 60/32 RĂNG/ PHI 48 ,Cái,2,70000,0,0,0,0,2,70000,Cái,2,0,0,2,17/09/2024
0906000240000000,NHÔNG ĐÔI 60/38 RĂNG/ PHI 80 ,Cái,1,35000,0,0,0,0,1,35000,Cái,1,0,0,1,17/09/2024
0906000250000000,NHÔNG ĐƠN 40/35 RĂNG,Cái,38,6460000,0,0,0,0,38,6460000,Cái,38,0,0,38,17/09/2024
0906000270000000,NHÔNG ĐƠN 40/39 RĂNG,Cái,13,2470000,0,0,0,0,13,2470000,Cái,13,0,0,13,17/09/2024
0906000340000000,NHÔNG LÔ THU 20 RĂNG LSL,Cái,4,200000,0,0,0,0,4,200000,Cái,4,0,0,4,17/09/2024
0906000360000000,NHÔNG LÔ THU 23 RĂNG NOVA,Cái,1,35000,0,0,0,0,1,35000,Cái,1,0,0,1,17/09/2024
0906000370000000,NHÔNG MÔ TƠ TRỢ LỰC LÔ NƯỚC 11 RĂNG ,Cái,14,490000,0,0,0,0,14,490000,Cái,14,0,0,14,17/09/2024
0906000390000000,NHÔNG RĂNG XÉO 22/32,Cái,8,280000,0,0,0,0,8,280000,Cái,8,0,0,8,17/09/2024
0906000400000000,NHÔNG RĂNG XÉO 22/38,Cái,8,280000,0,0,0,0,8,280000,Cái,8,0,0,8,17/09/2024
0906000410000000,NHÔNG RĂNG XÉO 68/30,Cái,2,70000,0,0,0,0,2,70000,Cái,2,0,0,2,17/09/2024
0906000440000000,"NHÔNG ĐƠN 17 RĂNG, LỖ CỐT PHI 28mm, RẢNH THEN 0.8mm, ỐC CẤY 0.6mm (Máy cắt ống sắt)",Cái,4,320000,0,0,0,0,4,320000,Cái,4,0,0,4,17/09/2024
0906000470000000,NHÔNG ĐÔI 50 sổ răng  18 lỗ 45mm,Cái,9,315000,0,0,0,0,9,315000,Cái,9,0,0,9,17/09/2024
0906000490000000,NHÔNG ĐÔI 50 sổ răng 18 phi lỗ 30mm xí chủng,Cái,9,1710000,0,0,0,0,9,1710000,Cái,9,0,0,9,17/09/2024
0906000610000000,BÁNH RĂNG 40 RĂNG lỗ 35mm- then 10x5mm,Cái,66,13200000,0,0,0,0,66,13200000,Cái,66,0,0,66,17/09/2024
0906000630000000,Nhông đôi 40 -15 răng (GC theo bản vẽ),Cái,20,7440000,0,0,0,0,20,7440000,Cái,20,0,0,20,17/09/2024
0906000650000000,"Nhông đơn 50- 16 răng - dày 28mm - lỗ 22 x then 7x3mm. 
( theo bản vẽ)",Cái,15,2550000,0,0,0,0,15,2550000,Cái,15,0,0,15,17/09/2024
0906000660000000,Nhông đơn 60- 15 răng.,Cái,23,4025000,0,0,0,0,23,4025000,Cái,23,0,0,23,17/09/2024
0906000670000000,Nhông đôi 40-39 răng.,Cái,20,6400000,0,0,0,0,20,6400000,Cái,20,0,0,20,17/09/2024
0906000740000000,NHÔNG BỘ ĐẨY SẮT DS,Cái,4,140000,0,0,0,0,4,140000,Cái,4,0,0,4,17/09/2024
0906000750000000,Nhông đơn 40 số răng 26 răng (đầu mo tơ thu vải nova 61),Cái,2,240000,0,0,0,0,2,240000,Cái,2,0,0,2,17/09/2024
0906000770000000,Nhông đơn 40 số răng 20 lỗ phi 20 chốt 6mm,Cái,21,2940000,0,0,0,0,21,2940000,Cái,21,0,0,21,17/09/2024
0906100010000000,Nối nhựa phi 20 luồn dây điện,Cái,30,60000,0,0,0,0,30,60000,Cái,30,0,0,30,17/09/2024
0906100040000000,NỐI HƠI 1 ĐẦU REN 10/6,Cái,48,768000,0,0,0,0,48,768000,Cái,48,0,0,48,17/09/2024
0906100050000000,NỐI HƠI 1 ĐẦU REN 10/8,Cái,7,42000,0,0,0,0,7,42000,Cái,7,0,0,7,17/09/2024
0906100060000000,NỐI HƠI 1 ĐẦU REN  NGOÀI 13/10,Cái,59,590000,0,0,0,0,59,590000,Cái,59,0,0,59,17/09/2024
0906100070000000,NỐI HƠI 1 ĐẦU REN  NGOÀI 13/6,Cái,6,60000,0,0,0,0,6,60000,Cái,6,0,0,6,17/09/2024
0906100080000000,NỐI HƠI 1 ĐẦU REN NGOÀI 13/8,Cái,14,84000,0,0,0,0,14,84000,Cái,14,0,0,14,17/09/2024
0906100100000000,NỐI HƠI 1 ĐẦU REN 17/12,Cái,28,317333,0,0,0,0,28,317333,Cái,28,0,0,28,17/09/2024
0906100120000000,NỐI HƠI 1 ĐẦU REN 17/8,Cái,15,225000,0,0,0,0,15,225000,Cái,15,0,0,15,17/09/2024
0906100130000000,Nối kép sắt 1 đầu côn lồi - 1 đầu côn lõm phi 27,CAI,10,285000,0,0,0,0,10,285000,CAI,10,0,0,10,17/09/2024
0906100140000000,NỐI HƠI 1 ĐẦU REN 21/8,Cái,5,110000,0,0,0,0,5,110000,Cái,5,0,0,5,17/09/2024
0906100230000000,NỐI NHỰA 42 GiẢM 34 ,Cái,9,60000,0,0,0,0,9,60000,Cái,9,0,0,9,17/09/2024
0906100260000000,NỐI NHỰA 60 GiẢM 27 ,Cái,4,56000,0,0,0,0,4,56000,Cái,4,0,0,4,17/09/2024
0906100470000000,NỐI THẲNG HƠI 10/10,Cái,5,20000,0,0,0,0,5,20000,Cái,5,0,0,5,17/09/2024
0906100510000000,NỐI THẲNG HƠI 6/6,Cái,40,160000,0,0,0,0,40,160000,Cái,40,0,0,40,17/09/2024
0906100660000000,Nối kép Inox 2 đầu ren ngoài phi 60,CAI,1,89571,0,0,0,0,1,89571,CAI,1,0,0,1,17/09/2024
0906100820000000,NỐI SĂT REN TRONG 21,Cái,4,18000,0,0,0,0,4,18000,Cái,4,0,0,4,17/09/2024
0906100880000000,NỐI inox  REN TRONG 21,Cái,1,40000,0,0,0,0,1,40000,Cái,1,0,0,1,17/09/2024
0906101040000000,NỐI HƠI 1 ĐẦU REN TRONG 13/8,Cái,6,78000,0,0,0,0,6,78000,Cái,6,0,0,6,17/09/2024
0906101050000000,NỐI HƠI 1 ĐẦU REN TRONG 13/10,Cái,18,234000,0,0,0,0,18,234000,Cái,18,0,0,18,17/09/2024
0906101120000000,Nối kép 2 đầu ren ngoài Inox phi 27,CAI,12,207000,0,0,0,0,12,207000,CAI,12,0,0,12,17/09/2024
0906101210000000,NỐI INOX  60 2 ĐÀU REN NGOÀI CÔN,Cái,4,440000,0,0,0,0,4,440000,Cái,4,0,0,4,17/09/2024
0906101240000000,Nối sắt 2 đầu ren ngoài phi 49 - 1 đầu lồi - 1 đầu lõm,CAI,4,262000,0,0,0,0,4,262000,CAI,4,0,0,4,17/09/2024
0906101410000000,"Nối inox phi 27 _ 2 đầu răng ngoài,(trong đó có 1 đầu côn dương)",Cái,3,105000,0,0,0,0,3,105000,Cái,3,0,0,3,17/09/2024
0906101550000000,Nối chữ Y -PVC phi 60 x dày 3mm-Bình Minh,Cái,1,64000,0,0,0,0,1,64000,Cái,1,0,0,1,17/09/2024
0906101560000000,BỘ ỐC RĂNG NGOÀI 13 NỐI TÁN VÀ ỐC LẢ ỐNG ĐỒNG 6LY ( RN 13 TÁN / LẢ 6LY ),Bộ,30,210000,0,0,0,0,30,210000,Bộ,30,0,0,30,17/09/2024
0906200260000000,Ốp càng thoi nhựa NOVA (Nova6 495808)/RX6.1,Cái,475,9135869,0,0,0,0,475,9135869,Cái,475,0,0,475,17/09/2024
0906200270000000,ÔP CÀNG THOI SẮT ,Cái,260,6500000,0,0,0,0,260,6500000,Cái,260,0,0,260,17/09/2024
0906200360000000,Ống gen co phi 60/30 - đỏ,M,20,154545,0,0,0,0,20,154545,M,20,0,0,20,17/09/2024
0906201020000000,ỐNG HƠI TRONG 6MM,Mét,50,308772,0,0,0,0,50,308772,Mét,50,0,0,50,17/09/2024
0906201130000000,Ống đồng 10mm dày 1mm.,Mét,3,330000,0,0,0,0,3,330000,Mét,3,0,0,3,17/09/2024
0906201160000000,Ống HƠI XOĂN,Cái,14,1190000,0,0,0,0,14,1190000,Cái,14,0,0,14,17/09/2024
0906201200000000,ỐNG ĐỒNG PHI NGOÀI 6mm DÀY 0.6MM,Mét,10,350000,0,0,0,0,10,350000,Mét,10,0,0,10,17/09/2024
0906201350000000,Ống nhựa lưới mềm màu xanh dương - phi 27mm,Mét,77,1166872,0,0,0,0,77,1166872,Mét,77,0,0,77,17/09/2024
0906201410000000,ống nhựa mềm phi 20,Mét,60,1200000,0,0,50,1000000,10,200000,Mét,60,0,50,10,17/09/2024
0906201420000000,ống nhựa mềm phi 34,Mét,20,399867,0,0,20,399867,0,0,Mét,20,0,20,0,17/09/2024
0906201680000000,Ống bố thủy lực bấm đầu côn 21 dài 3000mm,Cây,2,1260000,0,0,0,0,2,1260000,Cây,2,0,0,2,17/09/2024
0906300070000000,PHE NGOÀI (CỐT) 6LY,Cái,50,15000,0,0,0,0,50,15000,Cái,50,0,0,50,17/09/2024
0906300080000000,PHE NGOÀI (CỐT) 8,Cái,50,35000,0,0,0,0,50,35000,Cái,50,0,0,50,17/09/2024
0906300120000000,PHE TRONG PHI 29,Cái,1500,1625000,0,0,0,0,1500,1625000,Cái,1500,0,0,1500,17/09/2024
0906300170000000,Phe ngoài 40,Cái,98,343000,0,0,0,0,98,343000,Cái,98,0,0,98,17/09/2024
0906300300000000,PHE GÀI CHONG CHÓNG(THEO MẪU),Cái,3000,3900000,0,0,0,0,3000,3900000,Cái,3000,0,0,3000,17/09/2024
0906400010000000,ỐC CHỊU TAY ZÊN MÁY MAY 2W (MÃ SỐ 1/4S40010),Cái,13,456625,0,0,0,0,13,456625,Cái,13,0,0,13,17/09/2024
0906500040000000,NÚT NHẤN ĐỎ LOHIA,Cái,3,165000,0,0,0,0,3,165000,Cái,3,0,0,3,17/09/2024
0906500060000000,NÚT NHỰA YẾM THOI,Cái,1000,669000,0,0,0,0,1000,669000,Cái,1000,0,0,1000,17/09/2024
0906500100000000,NÚT NHỰA GIỮ LÒ XO NAM CHÂM XỨ (NGẮN),Cái,1000,669000,0,0,0,0,1000,669000,Cái,1000,0,0,1000,17/09/2024
0906500110000000,NÚT NHỰA GIỮ LÒ XO NAM CHÂM XỨ (DÀI),Cái,1000,669000,0,0,0,0,1000,669000,Cái,1000,0,0,1000,17/09/2024
0906500150000000,Nút nhấn tự giữ có đèn màu đỏ phi 22 tiếp điểm NO,Cái,17,1292000,0,0,0,0,17,1292000,Cái,17,0,0,17,17/09/2024
0906500170000000,Nút nhấn có đèn phi 22 màu vàng,Cái,3,435000,0,0,0,0,3,435000,Cái,3,0,0,3,17/09/2024
0906500200000000,Nút nhấn vàng phi 20,Cái,11,605000,0,0,0,0,11,605000,Cái,11,0,0,11,17/09/2024
0906500210000000,Nút nhấn có đèn phi 22 màu đỏ,Cái,1,85000,0,0,0,0,1,85000,Cái,1,0,0,1,17/09/2024
0906500220000000,"Nút nhấn có đèn phi 22 màu xanh lá, loại lồi ,nhấn nhả 1NO-220V",Cái,13,1105000,0,0,0,0,13,1105000,Cái,13,0,0,13,17/09/2024
0906500230000000,Nút cao su đầu cay máy dệt LOHIA ( Creel Adopter Retairea ) Mã: 11402088000.,Cái,1000,1200000,0,0,0,0,1000,1200000,Cái,1000,0,0,1000,17/09/2024
0906600270000000,Nắp chụp nhựa phi 42 ( CAM BOX HOUSING CAP - Ref : LS 2080 1109),Cái,650,7896200,0,0,0,0,650,7896200,Cái,650,0,0,650,17/09/2024
0906600320000000,NẮP CHỤP BÁNH XE CAM NOVA mã: NOVA6 063501,Cái,1122,2917200,0,0,0,0,1122,2917200,Cái,1122,0,0,1122,17/09/2024
0906700010000000,LÒ XO 2 ĐẦU CHẤU,Cái,106,2120000,0,0,0,0,106,2120000,Cái,106,0,0,106,17/09/2024
0906700030000000,Lò xo dàn thu LOHIA. ( Spring- D0.5 ) MÃ: LS 20605107.,Cái,2250,7200000,0,0,250,800000,2000,6400000,Cái,2250,0,250,2000,17/09/2024
0906700050000000,"Lò xo đầu dù CS, ( Theo mẫu)",Cái,98,245000,0,0,0,0,98,245000,Cái,98,0,0,98,17/09/2024
0906700070000000,LÒ XO MÓC CÒ mã: NOVA6 112508,Cái,11040,8832000,0,0,0,0,11040,8832000,Cái,11040,0,0,11040,17/09/2024
0906700100000000,Lò Xo Nam châm cờ mã : NOVA 11130601200,Cái,400,0,0,0,0,0,400,0,Cái,400,0,0,400,17/09/2024
0906700110000000,LÒ XO MÓC YẾM (LOẠI MỀM) NOVA6 994608 (WEFT TENSION SPRING),Cái,829,849984,0,0,0,0,829,849984,Cái,829,0,0,829,17/09/2024
0906700140000000,LÒ XO TRẢM,Cái,150,105000,0,0,0,0,150,105000,Cái,150,0,0,150,17/09/2024
0906700180000000,LÒ XO CỐT LÁP MÁY SỢI,Cái,192,4032000,0,0,0,0,192,4032000,Cái,192,0,0,192,17/09/2024
0906700200000000,Lò xo đầu dù RX6.1 và RX8.0 Mã : ATFD-01190,Cái,429,9800480,0,0,0,0,429,9800480,Cái,429,0,0,429,17/09/2024
0906700210000000,Lò xo càng bù RX6.1 và RX8.0 Mã : Z4F-00552A,Cái,10,264226,0,0,0,0,10,264226,Cái,10,0,0,10,17/09/2024
0906700310000000,Lò xo máy may (râu tôm),Cái,5,7500,0,0,0,0,5,7500,Cái,5,0,0,5,17/09/2024
0906800130000000,BÁO SUỐT TỪ NAM CHÂM M12 (MB80-12GM50-EO),Cái,217,314650000,0,0,0,0,217,314650000,Cái,217,0,0,217,17/09/2024
0906800220000000,Máy may sun star,Cái,12,144000000,0,0,0,0,12,144000000,Cái,12,0,0,12,17/09/2024
0906800420000000,"Máy may bao PP Siruba 1 kim đã qua sử dụng (nguyên bộ: Máy, bàn máy và mô tơ)",Bộ,12,50400000,0,0,0,0,12,50400000,Bộ,12,0,0,12,17/09/2024
0907100010000000,Moter 380v-6.750w,Cái,1,22000,0,0,0,0,1,22000,Cái,1,0,0,1,17/09/2024
0907100110000000,Motor 220v-160w,Cái,5,115000,0,0,0,0,5,115000,Cái,5,0,0,5,17/09/2024
0907100260000000,Motor  380V - 3.7kw,Cái,1,26000,0,0,0,0,1,26000,Cái,1,0,0,1,17/09/2024
0907100290000000,Motor thu chỉ DS 220/380 - 50/60Hz - 0.12Amp - 1.2Kg/cm - 1720RPM,Cái,20,12000000,0,0,0,0,20,12000000,Cái,20,0,0,20,17/09/2024
0907100320000000,mô tơ 380v-3ph-1.5kw-2p,Cái,2,2800000,0,0,0,0,2,2800000,Cái,2,0,0,2,17/09/2024
0907100340000000,"mô tơ 380v-2P-0,75KW",Cái,1,900000,0,0,0,0,1,900000,Cái,1,0,0,1,17/09/2024
0907100380000000,"mô tơ 3,7KW-380VAC",Cái,2,50000,0,0,0,0,2,50000,Cái,2,0,0,2,17/09/2024
0907100440000000,Mô tơ 380V-3KW,Cái,1,29000,0,0,0,0,1,29000,Cái,1,0,0,1,17/09/2024
0907100480000000,Mô tơ lô nước máy dệt STARLINGER RX6.1 -0.09KW - 50HZ Mã: ARDS-02159,Cái,2,29049764,0,0,0,0,2,29049764,Cái,2,0,0,2,17/09/2024
0907100490000000,"Mô tơ giàn hấp 380v-5,5KW",Cái,1,25000,0,0,0,0,1,25000,Cái,1,0,0,1,17/09/2024
0907100510000000,MÔ TƠ Quạt 220v-140w,Cái,4,100000,0,0,0,0,4,100000,Cái,4,0,0,4,17/09/2024
0907100570000000,Moter 380v-180w,Cái,7,175000,0,0,0,0,7,175000,Cái,7,0,0,7,17/09/2024
0907100590000000,Moter 380v - 90w,Cái,1,25000,0,0,0,0,1,25000,Cái,1,0,0,1,17/09/2024
0907100600000000,Mô tơ soi DS -380V-160w,Cái,2,52000,0,0,0,0,2,52000,Cái,2,0,0,2,17/09/2024
0907100630000000,Moter 380v-4kw,Cái,4,56000,0,0,0,0,4,56000,Cái,4,0,0,4,17/09/2024
0907100710000000,MÔ TƠ THU CHỈ DS 1.2KG/CM-50/60HZ-0.21 AMP -220/380V,Cái,6,2700000,0,0,0,0,6,2700000,Cái,6,0,0,6,17/09/2024
0907100730000000,MÔ TƠ QUẠT HÚT KEO DG-60016/PHASE 3/2P 2.2KW-380V-2860 V/MIN,Cái,1,11700000,0,0,0,0,1,11700000,Cái,1,0,0,1,17/09/2024
0907100780000000,Mô tơ hút keo 380v-1.5kw,Cái,1,15000,0,0,0,0,1,15000,Cái,1,0,0,1,17/09/2024
0907400060000000,Khóa cửa A-240-3,Cái,10,1750000,0,0,0,0,10,1750000,Cái,10,0,0,10,17/09/2024
0907400070000000,Khóa cửa A-180-2,Cái,10,1600000,0,0,0,0,10,1600000,Cái,10,0,0,10,17/09/2024
0907400090000000,Khóa điện/ Khóa đề 3 chân loại nhỏ cổ ngắn hãng EPINA Thái Lan mã EN515000,Cái,1,450000,0,0,0,0,1,450000,Cái,1,0,0,1,17/09/2024
0907900060000000,Cục nhựa chốt thắng ( Brake ) Mã: LS 20605117 - 1135268000,Cái,50,100000,0,0,0,0,50,100000,Cái,50,0,0,50,17/09/2024
0907900090000000,CHỐT CỬA ĐỨNG,Cái,12,310000,0,0,0,0,12,310000,Cái,12,0,0,12,17/09/2024
0908300030000000,CẦU CHÌ 10x38-10A,Cái,4,32000,0,0,0,0,4,32000,Cái,4,0,0,4,17/09/2024
0908300040000000,CẦU CHÌ 10x38-25A,Cái,30,1500000,0,0,0,0,30,1500000,Cái,30,0,0,30,17/09/2024
0908300060000000,CẦU CHÌ 10x38-8A,Cái,40,320000,0,0,0,0,40,320000,Cái,40,0,0,40,17/09/2024
0908300070000000,CẦU CHÌ 160A/500V/80KA,Cái,13,650000,0,0,0,0,13,650000,Cái,13,0,0,13,17/09/2024
0908300080000000,CẦU CHÌ 16A/ 500V ,Cái,29,1450000,0,0,0,0,29,1450000,Cái,29,0,0,29,17/09/2024
0908300090000000,CẦU CHÌ 20A/1000V/100A,Cái,2,100000,0,0,0,0,2,100000,Cái,2,0,0,2,17/09/2024
0908300110000000,CẦU CHÌ 250A/760V/200KA,Cái,3,150000,0,0,0,0,3,150000,Cái,3,0,0,3,17/09/2024
0908300130000000,CẦU CHÌ 630A/415V/80KA,Cái,6,300000,0,0,0,0,6,300000,Cái,6,0,0,6,17/09/2024
0908300140000000,CẦU CHÌ 63A/1000V/100KA,Cái,6,300000,0,0,0,0,6,300000,Cái,6,0,0,6,17/09/2024
0908300150000000,CẦU CHÌ 80A/1000V/100KA,Cái,3,150000,0,0,0,0,3,150000,Cái,3,0,0,3,17/09/2024
0908300190000000,CẦU CHÌ Ống 10x38-1A,Cái,14,700000,0,0,0,0,14,700000,Cái,14,0,0,14,17/09/2024
0908300200000000,CẦU CHÌ Ống 10x38-20A,Cái,10,500000,0,0,0,0,10,500000,Cái,10,0,0,10,17/09/2024
0908300220000000,CẦU CHÌ Ống 10x38-3A,Cái,34,1190000,0,0,0,0,34,1190000,Cái,34,0,0,34,17/09/2024
0908300230000000,CẦU CHÌ ỐNG 10X38-4A,Cái,15,120000,0,0,0,0,15,120000,Cái,15,0,0,15,17/09/2024
0908300240000000,CẦU CHÌ ỐNG 10X38-6A,Cái,14,112000,0,0,0,0,14,112000,Cái,14,0,0,14,17/09/2024
0908300250000000,CẦU CHÌ Ống 14x51-50A,Cái,20,1000000,0,0,0,0,20,1000000,Cái,20,0,0,20,17/09/2024
0908300270000000,CẦU CHÌ Ống 22x58/100A,Cái,13,650000,0,0,0,0,13,650000,Cái,13,0,0,13,17/09/2024
0908300280000000,"CẦU CHÌ Ống 22x58/63A - CLY.FUSE-63A,22X58MM,Y215646J,FERRAZ - Mã: 30 27063340",Cái,8,400000,0,0,0,0,8,400000,Cái,8,0,0,8,17/09/2024
0908300300000000,"CẦU CHÌ Ống 22x58-80A - CLY.FUSE-80A,22X58MM,Q217180J,FERRAZ - mã: 30 27063990",Cái,31,1550000,0,0,0,0,31,1550000,Cái,31,0,0,31,17/09/2024
0908300320000000,CẦU CHÌ Ống 6X30-15A,Cái,30,60000,0,0,0,0,30,60000,Cái,30,0,0,30,17/09/2024
0908300340000000,CẦU CHÌ ỐNG thủy tinh 5x20 - 3A,Cái,990,2970000,0,0,0,0,990,2970000,Cái,990,0,0,990,17/09/2024
0908400030000000,LAM CROMA,LUOI,400,560000,0,0,0,0,400,560000,LUOI,400,0,0,400,17/09/2024
0908500420000000,Lô XI phi 165x1320,Cây,2,38000,0,0,0,0,2,38000,Cây,2,0,0,2,17/09/2024
0908600120000000,Bộ đầu càng thoi STARLINGER RX8.0 / ROLLER INSERTION FINGERS FOR HEAVY WEIGHT FABRIC - ( MÃ : MWLWW - 10004A ),Bộ,10,49060000,0,0,0,0,10,49060000,Bộ,10,0,0,10,17/09/2024
0908600160000000,Bộ mã hóa vòng quay máy dệt HENGLY-8.KIH40.043B.0100.0030.F006,Bộ,1,2096200,0,0,0,0,1,2096200,Bộ,1,0,0,1,17/09/2024
0908600170000000,Bố mô tơ máy may,Cái,10,40000,0,0,0,0,10,40000,Cái,10,0,0,10,17/09/2024
0908600250000000,Bộ nguồn đa năng 30VDC 10A Điện áp vào: 110/220VAC. Điện áp ra điều chỉnh: 0 ~ 30VDC,Cái,1,2690000,0,0,0,0,1,2690000,Cái,1,0,0,1,17/09/2024
0908600310000000,bộ lọc tốc độ,Cái,10,2250000,0,0,0,0,10,2250000,Cái,10,0,0,10,17/09/2024
0908600530000000,BỘ BẢO VỆ CHỐNG SÉT MÁY KÉO SỢI ,Cái,1,32000,0,0,0,0,1,32000,Cái,1,0,0,1,17/09/2024
0908600610000000,Bộ bàn máy may (mới) + Ghế - Máy Siruba,Cái,18,630000,0,0,0,0,18,630000,Cái,18,0,0,18,17/09/2024
0908700080000000,bình oxy,Bình,1,150000,0,0,0,0,1,150000,Bình,1,0,0,1,17/09/2024
0908800060000000,Cây tầm vông (quét tần nhà),Cây,10,600000,0,0,0,0,10,600000,Cây,10,0,0,10,17/09/2024
0909000030000000,cát xây dựng,M3,3.5,1890000,0,0,0,0,3.5,1890000,M3,3.5,0,0,3.5,17/09/2024
0909100010000000,Yếm thoi CS. (Theo mẫu. ),Cái,31,1398000,0,0,0,0,31,1398000,Cái,31,0,0,31,17/09/2024
0909100020000000,YẾM THOI LOHIA Mã: 11130521200,Cái,225,3552634,0,0,0,0,225,3552634,Cái,225,0,0,225,17/09/2024
0909100030000000,YẾM THOI RX6.1 và RX8.0 Mã: Z2C-05173A,Cái,86,3268743,0,0,0,0,86,3268743,Cái,86,0,0,86,17/09/2024
0909400030000000,BAO TAY LEN ,Đôi,580,2900021,0,0,10,50000,570,2850021,Đôi,580,0,10,570,17/09/2024
0909400040000000,Bao tay chịu nhiệt loại dài.,Đôi,3,120000,0,0,0,0,3,120000,Đôi,3,0,0,3,17/09/2024
0909500020000000,lưới lọc tinh 152/24,Cuộn,7,9644444,0,0,0,0,7,9644444,Cuộn,7,0,0,7,17/09/2024
0909500040000000,LƯỚI TINH 150,Cuộn,3,3300000,0,0,0,0,3,3300000,Cuộn,3,0,0,3,17/09/2024
0909500080000000,LƯỚI 100,Mét,15,3000000,0,0,0,0,15,3000000,Mét,15,0,0,15,17/09/2024
0910100010000000,VÕ BẠC ĐẠN P205,Cái,10,370000,0,0,0,0,10,370000,Cái,10,0,0,10,17/09/2024
0910200110000000,Ống điện trở nhiệt phi 14x210mm 415v-600w ra dây dài 30cm,Cái,20,3000000,0,0,0,0,20,3000000,Cái,20,0,0,20,17/09/2024
0910200140000000,T HƠI 10LY,Cái,22,154000,0,0,0,0,22,154000,Cái,22,0,0,22,17/09/2024
0910200150000000,T HƠI 6LY,Cái,39,195000,0,0,0,0,39,195000,Cái,39,0,0,39,17/09/2024
0910200160000000,T HƠI 8LY,Cái,7,91000,0,0,0,0,7,91000,Cái,7,0,0,7,17/09/2024
0910200170000000,T hơi phi 12,Cái,3,30000,0,0,0,0,3,30000,Cái,3,0,0,3,17/09/2024
0910200210000000,Cây T -CS. ( Theo mẫu),Cái,780,18096000,0,0,0,0,780,18096000,Cái,780,0,0,780,17/09/2024
0910200220000000,T-DS 13x90,Cái,9,153000,0,0,0,0,9,153000,Cái,9,0,0,9,17/09/2024
0910500010000000,CÒ DS ,Cái,742,2226000,0,0,0,0,742,2226000,Cái,742,0,0,742,17/09/2024
0910500020000000,Cò máy dệt LOHIA - mã : LSL6 1117 15a,Cái,12960,63855253,0,0,0,0,12960,63855253,Cái,12960,0,0,12960,17/09/2024
0910500030000000,CÒ NOVA6 112507 11130006510,Cái,7598,33431200,0,0,0,0,7598,33431200,Cái,7598,0,0,7598,17/09/2024
0910500040000000,CÒ DÀI (trong) RX8.0 Z3C-06039,Cái,750,4750500,0,0,0,0,750,4750500,Cái,750,0,0,750,17/09/2024
0910600040000000,TAY NẮM XOAY,Cái,213,4899000,0,0,0,0,213,4899000,Cái,213,0,0,213,17/09/2024
0910600080000000,TAY ZÊN 032012,Cái,2,5200000,0,0,0,0,2,5200000,Cái,2,0,0,2,17/09/2024
0910800010000000,TRẢM DS,Cái,137,3562000,0,0,0,0,137,3562000,Cái,137,0,0,137,17/09/2024
0910900010000000,CỌ SẮT ,Cái,5,25000,0,0,0,0,5,25000,Cái,5,0,0,5,17/09/2024
0910900020000000,CỌ SƠN 5 Phân,Cái,2,30000,0,0,0,0,2,30000,Cái,2,0,0,2,17/09/2024
0911000010000000,THUYỀN MÁY MAY CÔNG NGHIỆP LỚN,Cái,6,144000,0,0,0,0,6,144000,Cái,6,0,0,6,17/09/2024
0911300010000000,TRÁI MẬN DS,Cái,40,680000,0,0,0,0,40,680000,Cái,40,0,0,40,17/09/2024
0911400010000000,TÁO KIM MÁY MAY 2w,Cái,7,1312500,0,0,0,0,7,1312500,Cái,7,0,0,7,17/09/2024
0911500010000000,CON CÓC ĐIỆN ,Cái,5,160000,0,0,0,0,5,160000,Cái,5,0,0,5,17/09/2024
0911500020000000,Con chạy ( CAM FOLLOWER - Mã : : LS 2080 1127 ),Cái,350,2221450,0,0,0,0,350,2221450,Cái,350,0,0,350,17/09/2024
"0911500030000000	CON004",CON CÓC CẦU,CAI,3,450000,0,0,0,0,3,450000,,3,0,0,3,17/09/2024
0911600020000000,Thắng càng bù trước RX6.1.  Mã: Z4C-05382A,Cái,274,4411400,0,0,0,0,274,4411400,Cái,274,0,0,274,17/09/2024
0911600040000000,Thắng lô nước LSL6-062506,Cái,9,166500,0,0,0,0,9,166500,Cái,9,0,0,9,17/09/2024
0912300090000000,"Súng xịt hơi, ống phi 8",Cây,8,1040000,0,0,0,0,8,1040000,Cây,8,0,0,8,17/09/2024
0912700020000000,SỨ CHỬ J ,Cái,20,660000,0,0,0,0,20,660000,Cái,20,0,0,20,17/09/2024
